modelo,fold,caracteristica,tipo_seleccion
Logistic_Regression,3,temperature_mean_c,SelectKBest_MI
Logistic_Regression,3,relative_humidity_mean_pct,SelectKBest_MI
Logistic_Regression,3,wind_mean_ms,SelectKBest_MI
Logistic_Regression,3,surface_pressure_mean_hpa,SelectKBest_MI
Logistic_Regression,3,latitud_solicitada,SelectKBest_MI
Logistic_Regression,3,longitud_solicitada,SelectKBest_MI
Logistic_Regression,3,target_month_sin,SelectKBest_MI
Logistic_Regression,3,target_month_cos,SelectKBest_MI
Logistic_Regression,3,prcptot_mm__lag1,SelectKBest_MI
Logistic_Regression,3,prcptot_mm__lag11,SelectKBest_MI
Logistic_Regression,3,rx5day_mm__lag1,SelectKBest_MI
Logistic_Regression,3,rx5day_mm__lag11,SelectKBest_MI
Logistic_Regression,3,max_3h_mm__lag1,SelectKBest_MI
Logistic_Regression,3,max_3h_mm__lag11,SelectKBest_MI
Logistic_Regression,3,sdii_mm_per_wet_day__lag1,SelectKBest_MI
Logistic_Regression,3,sdii_mm_per_wet_day__lag11,SelectKBest_MI
Logistic_Regression,3,r20mm_days__lag1,SelectKBest_MI
Logistic_Regression,3,r20mm_days__lag11,SelectKBest_MI
Logistic_Regression,3,cwd_days__lag1,SelectKBest_MI
Logistic_Regression,3,cwd_days__lag11,SelectKBest_MI
Logistic_Regression,3,cdd_days__lag1,SelectKBest_MI
Logistic_Regression,3,cdd_days__lag11,SelectKBest_MI
Logistic_Regression,3,temperature_mean_c__lag1,SelectKBest_MI
Logistic_Regression,3,temperature_mean_c__lag11,SelectKBest_MI
Logistic_Regression,3,relative_humidity_mean_pct__lag1,SelectKBest_MI
Logistic_Regression,3,relative_humidity_mean_pct__lag11,SelectKBest_MI
Logistic_Regression,3,wind_mean_ms__lag1,SelectKBest_MI
Logistic_Regression,3,wind_mean_ms__lag11,SelectKBest_MI
Logistic_Regression,3,surface_pressure_mean_hpa__lag1,SelectKBest_MI
Logistic_Regression,3,surface_pressure_mean_hpa__lag11,SelectKBest_MI
Logistic_Regression,3,region_Amazonía,contexto_categorico_siempre
Logistic_Regression,3,region_Litoral,contexto_categorico_siempre
Logistic_Regression,3,region_Sierra,contexto_categorico_siempre
Logistic_Regression,4,prcptot_mm,SelectKBest_MI
Logistic_Regression,4,rx5day_mm,SelectKBest_MI
Logistic_Regression,4,max_3h_mm,SelectKBest_MI
Logistic_Regression,4,sdii_mm_per_wet_day,SelectKBest_MI
Logistic_Regression,4,r20mm_days,SelectKBest_MI
Logistic_Regression,4,cwd_days,SelectKBest_MI
Logistic_Regression,4,cdd_days,SelectKBest_MI
Logistic_Regression,4,temperature_mean_c,SelectKBest_MI
Logistic_Regression,4,relative_humidity_mean_pct,SelectKBest_MI
Logistic_Regression,4,wind_mean_ms,SelectKBest_MI
Logistic_Regression,4,surface_pressure_mean_hpa,SelectKBest_MI
Logistic_Regression,4,latitud_solicitada,SelectKBest_MI
Logistic_Regression,4,longitud_solicitada,SelectKBest_MI
Logistic_Regression,4,target_month_sin,SelectKBest_MI
Logistic_Regression,4,target_month_cos,SelectKBest_MI
Logistic_Regression,4,prcptot_mm__lag1,SelectKBest_MI
Logistic_Regression,4,prcptot_mm__lag11,SelectKBest_MI
Logistic_Regression,4,rx5day_mm__lag1,SelectKBest_MI
Logistic_Regression,4,rx5day_mm__lag11,SelectKBest_MI
Logistic_Regression,4,max_3h_mm__lag1,SelectKBest_MI
Logistic_Regression,4,max_3h_mm__lag11,SelectKBest_MI
Logistic_Regression,4,sdii_mm_per_wet_day__lag1,SelectKBest_MI
Logistic_Regression,4,sdii_mm_per_wet_day__lag11,SelectKBest_MI
Logistic_Regression,4,r20mm_days__lag1,SelectKBest_MI
Logistic_Regression,4,r20mm_days__lag11,SelectKBest_MI
Logistic_Regression,4,cwd_days__lag1,SelectKBest_MI
Logistic_Regression,4,cwd_days__lag11,SelectKBest_MI
Logistic_Regression,4,cdd_days__lag1,SelectKBest_MI
Logistic_Regression,4,cdd_days__lag11,SelectKBest_MI
Logistic_Regression,4,temperature_mean_c__lag1,SelectKBest_MI
Logistic_Regression,4,temperature_mean_c__lag11,SelectKBest_MI
Logistic_Regression,4,relative_humidity_mean_pct__lag1,SelectKBest_MI
Logistic_Regression,4,relative_humidity_mean_pct__lag11,SelectKBest_MI
Logistic_Regression,4,wind_mean_ms__lag1,SelectKBest_MI
Logistic_Regression,4,wind_mean_ms__lag11,SelectKBest_MI
Logistic_Regression,4,surface_pressure_mean_hpa__lag1,SelectKBest_MI
Logistic_Regression,4,surface_pressure_mean_hpa__lag11,SelectKBest_MI
Logistic_Regression,4,region_Amazonía,contexto_categorico_siempre
Logistic_Regression,4,region_Litoral,contexto_categorico_siempre
Logistic_Regression,4,region_Sierra,contexto_categorico_siempre
Random_Forest,1,prcptot_mm,SelectKBest_MI
Random_Forest,1,rx5day_mm,SelectKBest_MI
Random_Forest,1,max_3h_mm,SelectKBest_MI
Random_Forest,1,sdii_mm_per_wet_day,SelectKBest_MI
Random_Forest,1,r20mm_days,SelectKBest_MI
Random_Forest,1,cwd_days,SelectKBest_MI
Random_Forest,1,cdd_days,SelectKBest_MI
Random_Forest,1,temperature_mean_c,SelectKBest_MI
Random_Forest,1,relative_humidity_mean_pct,SelectKBest_MI
Random_Forest,1,wind_mean_ms,SelectKBest_MI
Random_Forest,1,surface_pressure_mean_hpa,SelectKBest_MI
Random_Forest,1,latitud_solicitada,SelectKBest_MI
Random_Forest,1,longitud_solicitada,SelectKBest_MI
Random_Forest,1,target_month_sin,SelectKBest_MI
Random_Forest,1,target_month_cos,SelectKBest_MI
Random_Forest,1,prcptot_mm__lag1,SelectKBest_MI
Random_Forest,1,prcptot_mm__lag11,SelectKBest_MI
Random_Forest,1,rx5day_mm__lag1,SelectKBest_MI
Random_Forest,1,rx5day_mm__lag11,SelectKBest_MI
Random_Forest,1,max_3h_mm__lag1,SelectKBest_MI
Random_Forest,1,max_3h_mm__lag11,SelectKBest_MI
Random_Forest,1,sdii_mm_per_wet_day__lag1,SelectKBest_MI
Random_Forest,1,sdii_mm_per_wet_day__lag11,SelectKBest_MI
Random_Forest,1,r20mm_days__lag1,SelectKBest_MI
Random_Forest,1,r20mm_days__lag11,SelectKBest_MI
Random_Forest,1,cwd_days__lag1,SelectKBest_MI
Random_Forest,1,cwd_days__lag11,SelectKBest_MI
Random_Forest,1,cdd_days__lag1,SelectKBest_MI
Random_Forest,1,cdd_days__lag11,SelectKBest_MI
Random_Forest,1,temperature_mean_c__lag1,SelectKBest_MI
Random_Forest,1,temperature_mean_c__lag11,SelectKBest_MI
Random_Forest,1,relative_humidity_mean_pct__lag1,SelectKBest_MI
Random_Forest,1,relative_humidity_mean_pct__lag11,SelectKBest_MI
Random_Forest,1,wind_mean_ms__lag1,SelectKBest_MI
Random_Forest,1,wind_mean_ms__lag11,SelectKBest_MI
Random_Forest,1,surface_pressure_mean_hpa__lag1,SelectKBest_MI
Random_Forest,1,surface_pressure_mean_hpa__lag11,SelectKBest_MI
Random_Forest,1,region_Amazonía,contexto_categorico_siempre
Random_Forest,1,region_Litoral,contexto_categorico_siempre
Random_Forest,1,region_Sierra,contexto_categorico_siempre
Random_Forest,2,prcptot_mm,SelectKBest_MI
Random_Forest,2,rx5day_mm,SelectKBest_MI
Random_Forest,2,max_3h_mm,SelectKBest_MI
Random_Forest,2,sdii_mm_per_wet_day,SelectKBest_MI
Random_Forest,2,r20mm_days,SelectKBest_MI
Random_Forest,2,cwd_days,SelectKBest_MI
Random_Forest,2,cdd_days,SelectKBest_MI
Random_Forest,2,temperature_mean_c,SelectKBest_MI
Random_Forest,2,relative_humidity_mean_pct,SelectKBest_MI
Random_Forest,2,wind_mean_ms,SelectKBest_MI
Random_Forest,2,surface_pressure_mean_hpa,SelectKBest_MI
Random_Forest,2,latitud_solicitada,SelectKBest_MI
Random_Forest,2,longitud_solicitada,SelectKBest_MI
Random_Forest,2,target_month_sin,SelectKBest_MI
Random_Forest,2,target_month_cos,SelectKBest_MI
Random_Forest,2,prcptot_mm__lag1,SelectKBest_MI
Random_Forest,2,prcptot_mm__lag11,SelectKBest_MI
Random_Forest,2,rx5day_mm__lag1,SelectKBest_MI
Random_Forest,2,rx5day_mm__lag11,SelectKBest_MI
Random_Forest,2,max_3h_mm__lag1,SelectKBest_MI
Random_Forest,2,max_3h_mm__lag11,SelectKBest_MI
Random_Forest,2,sdii_mm_per_wet_day__lag1,SelectKBest_MI
Random_Forest,2,sdii_mm_per_wet_day__lag11,SelectKBest_MI
Random_Forest,2,r20mm_days__lag1,SelectKBest_MI
Random_Forest,2,r20mm_days__lag11,SelectKBest_MI
Random_Forest,2,cwd_days__lag1,SelectKBest_MI
Random_Forest,2,cwd_days__lag11,SelectKBest_MI
Random_Forest,2,cdd_days__lag1,SelectKBest_MI
Random_Forest,2,cdd_days__lag11,SelectKBest_MI
Random_Forest,2,temperature_mean_c__lag1,SelectKBest_MI
Random_Forest,2,temperature_mean_c__lag11,SelectKBest_MI
Random_Forest,2,relative_humidity_mean_pct__lag1,SelectKBest_MI
Random_Forest,2,relative_humidity_mean_pct__lag11,SelectKBest_MI
Random_Forest,2,wind_mean_ms__lag1,SelectKBest_MI
Random_Forest,2,wind_mean_ms__lag11,SelectKBest_MI
Random_Forest,2,surface_pressure_mean_hpa__lag1,SelectKBest_MI
Random_Forest,2,surface_pressure_mean_hpa__lag11,SelectKBest_MI
Random_Forest,2,region_Amazonía,contexto_categorico_siempre
Random_Forest,2,region_Litoral,contexto_categorico_siempre
Random_Forest,2,region_Sierra,contexto_categorico_siempre
Random_Forest,3,prcptot_mm,SelectKBest_MI
Random_Forest,3,rx5day_mm,SelectKBest_MI
Random_Forest,3,max_3h_mm,SelectKBest_MI
Random_Forest,3,sdii_mm_per_wet_day,SelectKBest_MI
Random_Forest,3,r20mm_days,SelectKBest_MI
Random_Forest,3,cwd_days,SelectKBest_MI
Random_Forest,3,cdd_days,SelectKBest_MI
Random_Forest,3,temperature_mean_c,SelectKBest_MI
Random_Forest,3,relative_humidity_mean_pct,SelectKBest_MI
Random_Forest,3,wind_mean_ms,SelectKBest_MI
Random_Forest,3,surface_pressure_mean_hpa,SelectKBest_MI
Random_Forest,3,latitud_solicitada,SelectKBest_MI
Random_Forest,3,longitud_solicitada,SelectKBest_MI
Random_Forest,3,target_month_sin,SelectKBest_MI
Random_Forest,3,target_month_cos,SelectKBest_MI
Random_Forest,3,prcptot_mm__lag1,SelectKBest_MI
Random_Forest,3,prcptot_mm__lag11,SelectKBest_MI
Random_Forest,3,rx5day_mm__lag1,SelectKBest_MI
Random_Forest,3,rx5day_mm__lag11,SelectKBest_MI
Random_Forest,3,max_3h_mm__lag1,SelectKBest_MI
Random_Forest,3,max_3h_mm__lag11,SelectKBest_MI
Random_Forest,3,sdii_mm_per_wet_day__lag1,SelectKBest_MI
Random_Forest,3,sdii_mm_per_wet_day__lag11,SelectKBest_MI
Random_Forest,3,r20mm_days__lag1,SelectKBest_MI
Random_Forest,3,r20mm_days__lag11,SelectKBest_MI
Random_Forest,3,cwd_days__lag1,SelectKBest_MI
Random_Forest,3,cwd_days__lag11,SelectKBest_MI
Random_Forest,3,cdd_days__lag1,SelectKBest_MI
Random_Forest,3,cdd_days__lag11,SelectKBest_MI
Random_Forest,3,temperature_mean_c__lag1,SelectKBest_MI
Random_Forest,3,temperature_mean_c__lag11,SelectKBest_MI
Random_Forest,3,relative_humidity_mean_pct__lag1,SelectKBest_MI
Random_Forest,3,relative_humidity_mean_pct__lag11,SelectKBest_MI
Random_Forest,3,wind_mean_ms__lag1,SelectKBest_MI
Random_Forest,3,wind_mean_ms__lag11,SelectKBest_MI
Random_Forest,3,surface_pressure_mean_hpa__lag1,SelectKBest_MI
Random_Forest,3,surface_pressure_mean_hpa__lag11,SelectKBest_MI
Random_Forest,3,region_Amazonía,contexto_categorico_siempre
Random_Forest,3,region_Litoral,contexto_categorico_siempre
Random_Forest,3,region_Sierra,contexto_categorico_siempre
Random_Forest,4,prcptot_mm,SelectKBest_MI
Random_Forest,4,rx5day_mm,SelectKBest_MI
Random_Forest,4,max_3h_mm,SelectKBest_MI
Random_Forest,4,sdii_mm_per_wet_day,SelectKBest_MI
Random_Forest,4,r20mm_days,SelectKBest_MI
Random_Forest,4,cwd_days,SelectKBest_MI
Random_Forest,4,cdd_days,SelectKBest_MI
Random_Forest,4,temperature_mean_c,SelectKBest_MI
Random_Forest,4,relative_humidity_mean_pct,SelectKBest_MI
Random_Forest,4,wind_mean_ms,SelectKBest_MI
Random_Forest,4,surface_pressure_mean_hpa,SelectKBest_MI
Random_Forest,4,latitud_solicitada,SelectKBest_MI
Random_Forest,4,longitud_solicitada,SelectKBest_MI
Random_Forest,4,target_month_sin,SelectKBest_MI
Random_Forest,4,target_month_cos,SelectKBest_MI
Random_Forest,4,prcptot_mm__lag1,SelectKBest_MI
Random_Forest,4,prcptot_mm__lag11,SelectKBest_MI
Random_Forest,4,rx5day_mm__lag1,SelectKBest_MI
Random_Forest,4,rx5day_mm__lag11,SelectKBest_MI
Random_Forest,4,max_3h_mm__lag1,SelectKBest_MI
Random_Forest,4,max_3h_mm__lag11,SelectKBest_MI
Random_Forest,4,sdii_mm_per_wet_day__lag1,SelectKBest_MI
Random_Forest,4,sdii_mm_per_wet_day__lag11,SelectKBest_MI
Random_Forest,4,r20mm_days__lag1,SelectKBest_MI
Random_Forest,4,r20mm_days__lag11,SelectKBest_MI
Random_Forest,4,cwd_days__lag1,SelectKBest_MI
Random_Forest,4,cwd_days__lag11,SelectKBest_MI
Random_Forest,4,cdd_days__lag1,SelectKBest_MI
Random_Forest,4,cdd_days__lag11,SelectKBest_MI
Random_Forest,4,temperature_mean_c__lag1,SelectKBest_MI
Random_Forest,4,temperature_mean_c__lag11,SelectKBest_MI
Random_Forest,4,relative_humidity_mean_pct__lag1,SelectKBest_MI
Random_Forest,4,relative_humidity_mean_pct__lag11,SelectKBest_MI
Random_Forest,4,wind_mean_ms__lag1,SelectKBest_MI
Random_Forest,4,wind_mean_ms__lag11,SelectKBest_MI
Random_Forest,4,surface_pressure_mean_hpa__lag1,SelectKBest_MI
Random_Forest,4,surface_pressure_mean_hpa__lag11,SelectKBest_MI
Random_Forest,4,region_Amazonía,contexto_categorico_siempre
Random_Forest,4,region_Litoral,contexto_categorico_siempre
Random_Forest,4,region_Sierra,contexto_categorico_siempre
XGBoost,1,prcptot_mm,SelectKBest_MI
