zone_id,target_period_start,fold,modelo,y_real,y_pred
puyo,2014-11-01,4,Logistic_Regression,Alta,Alta
quito,2014-11-01,4,Logistic_Regression,Media,Alta
riobamba,2014-11-01,4,Logistic_Regression,Media,Media
salinas,2014-11-01,4,Logistic_Regression,Baja,Baja
tena,2014-11-01,4,Logistic_Regression,Alta,Alta
babahoyo,2014-12-01,4,Logistic_Regression,Alta,Media
cuenca,2014-12-01,4,Logistic_Regression,Media,Media
esmeraldas,2014-12-01,4,Logistic_Regression,Media,Baja
guayaquil,2014-12-01,4,Logistic_Regression,Media,Baja
loja,2014-12-01,4,Logistic_Regression,Media,Media
machala,2014-12-01,4,Logistic_Regression,Media,Baja
portoviejo,2014-12-01,4,Logistic_Regression,Baja,Baja
puyo,2014-12-01,4,Logistic_Regression,Media,Alta
quito,2014-12-01,4,Logistic_Regression,Alta,Alta
riobamba,2014-12-01,4,Logistic_Regression,Media,Media
salinas,2014-12-01,4,Logistic_Regression,Baja,Baja
tena,2014-12-01,4,Logistic_Regression,Alta,Alta
babahoyo,2015-01-01,4,Logistic_Regression,Alta,Alta
cuenca,2015-01-01,4,Logistic_Regression,Alta,Media
esmeraldas,2015-01-01,4,Logistic_Regression,Alta,Alta
guayaquil,2015-01-01,4,Logistic_Regression,Alta,Alta
loja,2015-01-01,4,Logistic_Regression,Media,Media
machala,2015-01-01,4,Logistic_Regression,Alta,Media
portoviejo,2015-01-01,4,Logistic_Regression,Media,Alta
puyo,2015-01-01,4,Logistic_Regression,Media,Alta
quito,2015-01-01,4,Logistic_Regression,Alta,Alta
riobamba,2015-01-01,4,Logistic_Regression,Media,Media
salinas,2015-01-01,4,Logistic_Regression,Baja,Baja
tena,2015-01-01,4,Logistic_Regression,Alta,Alta
babahoyo,2015-02-01,4,Logistic_Regression,Alta,Alta
cuenca,2015-02-01,4,Logistic_Regression,Media,Media
esmeraldas,2015-02-01,4,Logistic_Regression,Media,Alta
guayaquil,2015-02-01,4,Logistic_Regression,Alta,Alta
loja,2015-02-01,4,Logistic_Regression,Baja,Media
machala,2015-02-01,4,Logistic_Regression,Media,Alta
portoviejo,2015-02-01,4,Logistic_Regression,Baja,Alta
puyo,2015-02-01,4,Logistic_Regression,Alta,Alta
quito,2015-02-01,4,Logistic_Regression,Media,Alta
riobamba,2015-02-01,4,Logistic_Regression,Baja,Media
salinas,2015-02-01,4,Logistic_Regression,Baja,Baja
tena,2015-02-01,4,Logistic_Regression,Alta,Alta
babahoyo,2015-03-01,4,Logistic_Regression,Alta,Alta
cuenca,2015-03-01,4,Logistic_Regression,Alta,Media
esmeraldas,2015-03-01,4,Logistic_Regression,Media,Alta
guayaquil,2015-03-01,4,Logistic_Regression,Alta,Alta
loja,2015-03-01,4,Logistic_Regression,Alta,Media
machala,2015-03-01,4,Logistic_Regression,Alta,Media
portoviejo,2015-03-01,4,Logistic_Regression,Alta,Media
puyo,2015-03-01,4,Logistic_Regression,Alta,Alta
quito,2015-03-01,4,Logistic_Regression,Alta,Alta
riobamba,2015-03-01,4,Logistic_Regression,Alta,Media
salinas,2015-03-01,4,Logistic_Regression,Media,Baja
tena,2015-03-01,4,Logistic_Regression,Alta,Alta
babahoyo,2015-04-01,4,Logistic_Regression,Alta,Alta
cuenca,2015-04-01,4,Logistic_Regression,Media,Media
esmeraldas,2015-04-01,4,Logistic_Regression,Alta,Alta
guayaquil,2015-04-01,4,Logistic_Regression,Alta,Alta
loja,2015-04-01,4,Logistic_Regression,Media,Media
machala,2015-04-01,4,Logistic_Regression,Alta,Alta
portoviejo,2015-04-01,4,Logistic_Regression,Media,Alta
puyo,2015-04-01,4,Logistic_Regression,Media,Alta
quito,2015-04-01,4,Logistic_Regression,Media,Alta
riobamba,2015-04-01,4,Logistic_Regression,Alta,Media
salinas,2015-04-01,4,Logistic_Regression,Baja,Baja
tena,2015-04-01,4,Logistic_Regression,Media,Alta
babahoyo,2015-05-01,4,Logistic_Regression,Alta,Alta
cuenca,2015-05-01,4,Logistic_Regression,Baja,Media
esmeraldas,2015-05-01,4,Logistic_Regression,Alta,Alta
guayaquil,2015-05-01,4,Logistic_Regression,Alta,Alta
loja,2015-05-01,4,Logistic_Regression,Baja,Media
machala,2015-05-01,4,Logistic_Regression,Alta,Alta
portoviejo,2015-05-01,4,Logistic_Regression,Media,Media
puyo,2015-05-01,4,Logistic_Regression,Media,Alta
quito,2015-05-01,4,Logistic_Regression,Media,Media
riobamba,2015-05-01,4,Logistic_Regression,Baja,Media
salinas,2015-05-01,4,Logistic_Regression,Baja,Baja
tena,2015-05-01,4,Logistic_Regression,Alta,Alta
babahoyo,2015-06-01,4,Logistic_Regression,Alta,Alta
cuenca,2015-06-01,4,Logistic_Regression,Baja,Baja
esmeraldas,2015-06-01,4,Logistic_Regression,Alta,Alta
guayaquil,2015-06-01,4,Logistic_Regression,Alta,Alta
loja,2015-06-01,4,Logistic_Regression,Baja,Baja
machala,2015-06-01,4,Logistic_Regression,Baja,Media
portoviejo,2015-06-01,4,Logistic_Regression,Media,Baja
puyo,2015-06-01,4,Logistic_Regression,Media,Media
quito,2015-06-01,4,Logistic_Regression,Media,Media
riobamba,2015-06-01,4,Logistic_Regression,Baja,Baja
salinas,2015-06-01,4,Logistic_Regression,Baja,Baja
tena,2015-06-01,4,Logistic_Regression,Alta,Alta
babahoyo,2015-07-01,4,Logistic_Regression,Alta,Alta
cuenca,2015-07-01,4,Logistic_Regression,Baja,Baja
esmeraldas,2015-07-01,4,Logistic_Regression,Media,Baja
guayaquil,2015-07-01,4,Logistic_Regression,Alta,Alta
loja,2015-07-01,4,Logistic_Regression,Baja,Baja
machala,2015-07-01,4,Logistic_Regression,Baja,Baja
portoviejo,2015-07-01,4,Logistic_Regression,Baja,Baja
puyo,2015-07-01,4,Logistic_Regression,Baja,Media
quito,2015-07-01,4,Logistic_Regression,Media,Media
riobamba,2015-07-01,4,Logistic_Regression,Baja,Baja
salinas,2015-07-01,4,Logistic_Regression,Baja,Baja
tena,2015-07-01,4,Logistic_Regression,Alta,Alta
babahoyo,2015-08-01,4,Logistic_Regression,Baja,Alta
cuenca,2015-08-01,4,Logistic_Regression,Baja,Baja
esmeraldas,2015-08-01,4,Logistic_Regression,Media,Media
guayaquil,2015-08-01,4,Logistic_Regression,Baja,Media
loja,2015-08-01,4,Logistic_Regression,Baja,Baja
machala,2015-08-01,4,Logistic_Regression,Baja,Baja
portoviejo,2015-08-01,4,Logistic_Regression,Baja,Baja
puyo,2015-08-01,4,Logistic_Regression,Baja,Media
quito,2015-08-01,4,Logistic_Regression,Baja,Media
riobamba,2015-08-01,4,Logistic_Regression,Baja,Baja
salinas,2015-08-01,4,Logistic_Regression,Baja,Baja
tena,2015-08-01,4,Logistic_Regression,Media,Alta
babahoyo,2015-09-01,4,Logistic_Regression,Media,Media
cuenca,2015-09-01,4,Logistic_Regression,Baja,Baja
esmeraldas,2015-09-01,4,Logistic_Regression,Baja,Baja
guayaquil,2015-09-01,4,Logistic_Regression,Baja,Baja
loja,2015-09-01,4,Logistic_Regression,Baja,Baja
machala,2015-09-01,4,Logistic_Regression,Baja,Baja
portoviejo,2015-09-01,4,Logistic_Regression,Baja,Baja
puyo,2015-09-01,4,Logistic_Regression,Baja,Baja
quito,2015-09-01,4,Logistic_Regression,Media,Media
riobamba,2015-09-01,4,Logistic_Regression,Baja,Baja
salinas,2015-09-01,4,Logistic_Regression,Baja,Baja
tena,2015-09-01,4,Logistic_Regression,Baja,Media
babahoyo,2015-10-01,4,Logistic_Regression,Alta,Alta
cuenca,2015-10-01,4,Logistic_Regression,Media,Baja
esmeraldas,2015-10-01,4,Logistic_Regression,Alta,Baja
guayaquil,2015-10-01,4,Logistic_Regression,Media,Baja
loja,2015-10-01,4,Logistic_Regression,Baja,Baja
machala,2015-10-01,4,Logistic_Regression,Baja,Baja
portoviejo,2015-10-01,4,Logistic_Regression,Baja,Baja
puyo,2015-10-01,4,Logistic_Regression,Media,Media
quito,2015-10-01,4,Logistic_Regression,Alta,Alta
riobamba,2015-10-01,4,Logistic_Regression,Media,Baja
salinas,2015-10-01,4,Logistic_Regression,Baja,Baja
tena,2015-10-01,4,Logistic_Regression,Alta,Media
babahoyo,2015-11-01,4,Logistic_Regression,Alta,Alta
cuenca,2015-11-01,4,Logistic_Regression,Baja,Media
esmeraldas,2015-11-01,4,Logistic_Regression,Alta,Media
guayaquil,2015-11-01,4,Logistic_Regression,Media,Media
loja,2015-11-01,4,Logistic_Regression,Media,Media
machala,2015-11-01,4,Logistic_Regression,Alta,Baja
portoviejo,2015-11-01,4,Logistic_Regression,Baja,Baja
puyo,2015-11-01,4,Logistic_Regression,Alta,Alta
quito,2015-11-01,4,Logistic_Regression,Alta,Alta
riobamba,2015-11-01,4,Logistic_Regression,Media,Media
salinas,2015-11-01,4,Logistic_Regression,Baja,Baja
tena,2015-11-01,4,Logistic_Regression,Alta,Alta
babahoyo,2015-12-01,4,Logistic_Regression,Alta,Alta
cuenca,2015-12-01,4,Logistic_Regression,Baja,Media
esmeraldas,2015-12-01,4,Logistic_Regression,Alta,Alta
guayaquil,2015-12-01,4,Logistic_Regression,Alta,Media
loja,2015-12-01,4,Logistic_Regression,Baja,Media
machala,2015-12-01,4,Logistic_Regression,Media,Media
portoviejo,2015-12-01,4,Logistic_Regression,Media,Baja
puyo,2015-12-01,4,Logistic_Regression,Alta,Alta
quito,2015-12-01,4,Logistic_Regression,Media,Alta
riobamba,2015-12-01,4,Logistic_Regression,Media,Media
salinas,2015-12-01,4,Logistic_Regression,Baja,Baja
tena,2015-12-01,4,Logistic_Regression,Alta,Alta
babahoyo,2016-01-01,4,Logistic_Regression,Alta,Alta
cuenca,2016-01-01,4,Logistic_Regression,Media,Baja
esmeraldas,2016-01-01,4,Logistic_Regression,Alta,Alta
guayaquil,2016-01-01,4,Logistic_Regression,Alta,Alta
loja,2016-01-01,4,Logistic_Regression,Alta,Media
machala,2016-01-01,4,Logistic_Regression,Alta,Media
portoviejo,2016-01-01,4,Logistic_Regression,Alta,Alta
puyo,2016-01-01,4,Logistic_Regression,Media,Alta
quito,2016-01-01,4,Logistic_Regression,Alta,Alta
riobamba,2016-01-01,4,Logistic_Regression,Media,Media
salinas,2016-01-01,4,Logistic_Regression,Baja,Baja
tena,2016-01-01,4,Logistic_Regression,Media,Alta
babahoyo,2016-02-01,4,Logistic_Regression,Alta,Alta
cuenca,2016-02-01,4,Logistic_Regression,Media,Media
esmeraldas,2016-02-01,4,Logistic_Regression,Alta,Alta
guayaquil,2016-02-01,4,Logistic_Regression,Alta,Alta
loja,2016-02-01,4,Logistic_Regression,Media,Alta
machala,2016-02-01,4,Logistic_Regression,Alta,Media
portoviejo,2016-02-01,4,Logistic_Regression,Alta,Media
puyo,2016-02-01,4,Logistic_Regression,Alta,Alta
quito,2016-02-01,4,Logistic_Regression,Alta,Alta
riobamba,2016-02-01,4,Logistic_Regression,Media,Media
salinas,2016-02-01,4,Logistic_Regression,Media,Baja
tena,2016-02-01,4,Logistic_Regression,Alta,Alta
babahoyo,2016-03-01,4,Logistic_Regression,Alta,Alta
cuenca,2016-03-01,4,Logistic_Regression,Media,Media
esmeraldas,2016-03-01,4,Logistic_Regression,Alta,Alta
guayaquil,2016-03-01,4,Logistic_Regression,Alta,Alta
loja,2016-03-01,4,Logistic_Regression,Alta,Media
machala,2016-03-01,4,Logistic_Regression,Alta,Alta
portoviejo,2016-03-01,4,Logistic_Regression,Alta,Alta
puyo,2016-03-01,4,Logistic_Regression,Media,Alta
quito,2016-03-01,4,Logistic_Regression,Alta,Alta
riobamba,2016-03-01,4,Logistic_Regression,Media,Media
salinas,2016-03-01,4,Logistic_Regression,Alta,Media
tena,2016-03-01,4,Logistic_Regression,Alta,Alta
babahoyo,2016-04-01,4,Logistic_Regression,Alta,Alta
cuenca,2016-04-01,4,Logistic_Regression,Alta,Media
esmeraldas,2016-04-01,4,Logistic_Regression,Alta,Alta
guayaquil,2016-04-01,4,Logistic_Regression,Alta,Alta
loja,2016-04-01,4,Logistic_Regression,Media,Media
machala,2016-04-01,4,Logistic_Regression,Alta,Alta
portoviejo,2016-04-01,4,Logistic_Regression,Alta,Alta
puyo,2016-04-01,4,Logistic_Regression,Alta,Alta
quito,2016-04-01,4,Logistic_Regression,Alta,Alta
riobamba,2016-04-01,4,Logistic_Regression,Media,Media
salinas,2016-04-01,4,Logistic_Regression,Baja,Baja
tena,2016-04-01,4,Logistic_Regression,Alta,Alta
babahoyo,2016-05-01,4,Logistic_Regression,Alta,Alta
cuenca,2016-05-01,4,Logistic_Regression,Baja,Media
esmeraldas,2016-05-01,4,Logistic_Regression,Alta,Alta
guayaquil,2016-05-01,4,Logistic_Regression,Alta,Alta
loja,2016-05-01,4,Logistic_Regression,Baja,Media
machala,2016-05-01,4,Logistic_Regression,Media,Alta
portoviejo,2016-05-01,4,Logistic_Regression,Baja,Media
puyo,2016-05-01,4,Logistic_Regression,Media,Alta
quito,2016-05-01,4,Logistic_Regression,Alta,Alta
riobamba,2016-05-01,4,Logistic_Regression,Baja,Media
salinas,2016-05-01,4,Logistic_Regression,Baja,Baja
tena,2016-05-01,4,Logistic_Regression,Alta,Alta
babahoyo,2016-06-01,4,Logistic_Regression,Baja,Alta
cuenca,2016-06-01,4,Logistic_Regression,Baja,Baja
esmeraldas,2016-06-01,4,Logistic_Regression,Media,Media
guayaquil,2016-06-01,4,Logistic_Regression,Baja,Media
loja,2016-06-01,4,Logistic_Regression,Baja,Baja
machala,2016-06-01,4,Logistic_Regression,Baja,Baja
portoviejo,2016-06-01,4,Logistic_Regression,Baja,Baja
puyo,2016-06-01,4,Logistic_Regression,Alta,Media
quito,2016-06-01,4,Logistic_Regression,Media,Media
riobamba,2016-06-01,4,Logistic_Regression,Media,Baja
salinas,2016-06-01,4,Logistic_Regression,Baja,Baja
tena,2016-06-01,4,Logistic_Regression,Alta,Alta
babahoyo,2016-07-01,4,Logistic_Regression,Media,Baja
cuenca,2016-07-01,4,Logistic_Regression,Baja,Baja
esmeraldas,2016-07-01,4,Logistic_Regression,Baja,Baja
guayaquil,2016-07-01,4,Logistic_Regression,Media,Baja
loja,2016-07-01,4,Logistic_Regression,Baja,Baja
machala,2016-07-01,4,Logistic_Regression,Baja,Baja
portoviejo,2016-07-01,4,Logistic_Regression,Baja,Baja
puyo,2016-07-01,4,Logistic_Regression,Media,Media
quito,2016-07-01,4,Logistic_Regression,Media,Media
riobamba,2016-07-01,4,Logistic_Regression,Baja,Baja
salinas,2016-07-01,4,Logistic_Regression,Baja,Baja
tena,2016-07-01,4,Logistic_Regression,Alta,Alta
babahoyo,2016-08-01,4,Logistic_Regression,Media,Baja
cuenca,2016-08-01,4,Logistic_Regression,Baja,Baja
esmeraldas,2016-08-01,4,Logistic_Regression,Baja,Baja
guayaquil,2016-08-01,4,Logistic_Regression,Baja,Baja
loja,2016-08-01,4,Logistic_Regression,Baja,Baja
machala,2016-08-01,4,Logistic_Regression,Baja,Baja
portoviejo,2016-08-01,4,Logistic_Regression,Baja,Baja
puyo,2016-08-01,4,Logistic_Regression,Baja,Baja
quito,2016-08-01,4,Logistic_Regression,Baja,Media
riobamba,2016-08-01,4,Logistic_Regression,Baja,Baja
salinas,2016-08-01,4,Logistic_Regression,Baja,Baja
tena,2016-08-01,4,Logistic_Regression,Media,Media
babahoyo,2016-09-01,4,Logistic_Regression,Alta,Baja
cuenca,2016-09-01,4,Logistic_Regression,Baja,Baja
esmeraldas,2016-09-01,4,Logistic_Regression,Media,Baja
guayaquil,2016-09-01,4,Logistic_Regression,Media,Baja
loja,2016-09-01,4,Logistic_Regression,Baja,Baja
machala,2016-09-01,4,Logistic_Regression,Baja,Baja
portoviejo,2016-09-01,4,Logistic_Regression,Baja,Baja
puyo,2016-09-01,4,Logistic_Regression,Media,Baja
quito,2016-09-01,4,Logistic_Regression,Media,Media
riobamba,2016-09-01,4,Logistic_Regression,Baja,Baja
salinas,2016-09-01,4,Logistic_Regression,Baja,Baja
tena,2016-09-01,4,Logistic_Regression,Media,Media
babahoyo,2016-10-01,4,Logistic_Regression,Media,Alta
cuenca,2016-10-01,4,Logistic_Regression,Media,Baja
esmeraldas,2016-10-01,4,Logistic_Regression,Baja,Media
guayaquil,2016-10-01,4,Logistic_Regression,Baja,Media
loja,2016-10-01,4,Logistic_Regression,Baja,Baja
machala,2016-10-01,4,Logistic_Regression,Baja,Baja
portoviejo,2016-10-01,4,Logistic_Regression,Baja,Baja
puyo,2016-10-01,4,Logistic_Regression,Alta,Media
quito,2016-10-01,4,Logistic_Regression,Alta,Alta
riobamba,2016-10-01,4,Logistic_Regression,Media,Media
salinas,2016-10-01,4,Logistic_Regression,Baja,Baja
tena,2016-10-01,4,Logistic_Regression,Alta,Alta
babahoyo,2016-11-01,4,Logistic_Regression,Media,Media
cuenca,2016-11-01,4,Logistic_Regression,Media,Media
esmeraldas,2016-11-01,4,Logistic_Regression,Baja,Baja
guayaquil,2016-11-01,4,Logistic_Regression,Baja,Baja
loja,2016-11-01,4,Logistic_Regression,Baja,Media
machala,2016-11-01,4,Logistic_Regression,Baja,Baja
portoviejo,2016-11-01,4,Logistic_Regression,Baja,Baja
puyo,2016-11-01,4,Logistic_Regression,Alta,Alta
quito,2016-11-01,4,Logistic_Regression,Alta,Alta
riobamba,2016-11-01,4,Logistic_Regression,Baja,Media
salinas,2016-11-01,4,Logistic_Regression,Baja,Baja
tena,2016-11-01,4,Logistic_Regression,Alta,Alta
babahoyo,2016-12-01,4,Logistic_Regression,Media,Alta
cuenca,2016-12-01,4,Logistic_Regression,Media,Baja
esmeraldas,2016-12-01,4,Logistic_Regression,Baja,Media
guayaquil,2016-12-01,4,Logistic_Regression,Baja,Media
loja,2016-12-01,4,Logistic_Regression,Media,Baja
machala,2016-12-01,4,Logistic_Regression,Baja,Baja
portoviejo,2016-12-01,4,Logistic_Regression,Baja,Baja
puyo,2016-12-01,4,Logistic_Regression,Alta,Alta
quito,2016-12-01,4,Logistic_Regression,Alta,Alta
riobamba,2016-12-01,4,Logistic_Regression,Media,Media
salinas,2016-12-01,4,Logistic_Regression,Baja,Baja
tena,2016-12-01,4,Logistic_Regression,Alta,Alta
babahoyo,2017-01-01,4,Logistic_Regression,Alta,Alta
cuenca,2017-01-01,4,Logistic_Regression,Media,Media
esmeraldas,2017-01-01,4,Logistic_Regression,Alta,Alta
guayaquil,2017-01-01,4,Logistic_Regression,Alta,Alta
loja,2017-01-01,4,Logistic_Regression,Alta,Alta
machala,2017-01-01,4,Logistic_Regression,Alta,Media
portoviejo,2017-01-01,4,Logistic_Regression,Media,Alta
puyo,2017-01-01,4,Logistic_Regression,Alta,Alta
quito,2017-01-01,4,Logistic_Regression,Alta,Alta
riobamba,2017-01-01,4,Logistic_Regression,Alta,Alta
salinas,2017-01-01,4,Logistic_Regression,Baja,Baja
tena,2017-01-01,4,Logistic_Regression,Alta,Alta
babahoyo,2017-02-01,4,Logistic_Regression,Alta,Alta
cuenca,2017-02-01,4,Logistic_Regression,Alta,Media
esmeraldas,2017-02-01,4,Logistic_Regression,Alta,Alta
guayaquil,2017-02-01,4,Logistic_Regression,Alta,Alta
loja,2017-02-01,4,Logistic_Regression,Alta,Media
machala,2017-02-01,4,Logistic_Regression,Alta,Alta
portoviejo,2017-02-01,4,Logistic_Regression,Alta,Alta
puyo,2017-02-01,4,Logistic_Regression,Alta,Alta
quito,2017-02-01,4,Logistic_Regression,Alta,Alta
riobamba,2017-02-01,4,Logistic_Regression,Media,Media
salinas,2017-02-01,4,Logistic_Regression,Media,Baja
tena,2017-02-01,4,Logistic_Regression,Alta,Alta
babahoyo,2017-03-01,4,Logistic_Regression,Alta,Alta
cuenca,2017-03-01,4,Logistic_Regression,Alta,Media
esmeraldas,2017-03-01,4,Logistic_Regression,Media,Alta
guayaquil,2017-03-01,4,Logistic_Regression,Alta,Alta
loja,2017-03-01,4,Logistic_Regression,Alta,Media
machala,2017-03-01,4,Logistic_Regression,Alta,Alta
portoviejo,2017-03-01,4,Logistic_Regression,Alta,Alta
puyo,2017-03-01,4,Logistic_Regression,Alta,Alta
quito,2017-03-01,4,Logistic_Regression,Alta,Alta
riobamba,2017-03-01,4,Logistic_Regression,Alta,Media
salinas,2017-03-01,4,Logistic_Regression,Alta,Media
tena,2017-03-01,4,Logistic_Regression,Alta,Alta
babahoyo,2017-04-01,4,Logistic_Regression,Alta,Alta
cuenca,2017-04-01,4,Logistic_Regression,Media,Media
esmeraldas,2017-04-01,4,Logistic_Regression,Alta,Alta
guayaquil,2017-04-01,4,Logistic_Regression,Alta,Alta
loja,2017-04-01,4,Logistic_Regression,Alta,Media
machala,2017-04-01,4,Logistic_Regression,Alta,Alta
portoviejo,2017-04-01,4,Logistic_Regression,Alta,Alta
puyo,2017-04-01,4,Logistic_Regression,Alta,Alta
quito,2017-04-01,4,Logistic_Regression,Alta,Alta
riobamba,2017-04-01,4,Logistic_Regression,Media,Media
salinas,2017-04-01,4,Logistic_Regression,Alta,Alta
tena,2017-04-01,4,Logistic_Regression,Alta,Alta
babahoyo,2017-05-01,4,Logistic_Regression,Alta,Alta
cuenca,2017-05-01,4,Logistic_Regression,Baja,Baja
esmeraldas,2017-05-01,4,Logistic_Regression,Media,Alta
guayaquil,2017-05-01,4,Logistic_Regression,Alta,Alta
loja,2017-05-01,4,Logistic_Regression,Media,Media
machala,2017-05-01,4,Logistic_Regression,Media,Media
portoviejo,2017-05-01,4,Logistic_Regression,Media,Alta
puyo,2017-05-01,4,Logistic_Regression,Alta,Alta
quito,2017-05-01,4,Logistic_Regression,Alta,Alta
riobamba,2017-05-01,4,Logistic_Regression,Media,Media
salinas,2017-05-01,4,Logistic_Regression,Baja,Baja
tena,2017-05-01,4,Logistic_Regression,Alta,Alta
babahoyo,2017-06-01,4,Logistic_Regression,Alta,Alta
cuenca,2017-06-01,4,Logistic_Regression,Baja,Baja
esmeraldas,2017-06-01,4,Logistic_Regression,Baja,Media
guayaquil,2017-06-01,4,Logistic_Regression,Alta,Media
loja,2017-06-01,4,Logistic_Regression,Media,Baja
machala,2017-06-01,4,Logistic_Regression,Baja,Media
portoviejo,2017-06-01,4,Logistic_Regression,Baja,Media
puyo,2017-06-01,4,Logistic_Regression,Alta,Alta
quito,2017-06-01,4,Logistic_Regression,Media,Media
riobamba,2017-06-01,4,Logistic_Regression,Baja,Baja
salinas,2017-06-01,4,Logistic_Regression,Baja,Baja
tena,2017-06-01,4,Logistic_Regression,Alta,Alta
babahoyo,2017-07-01,4,Logistic_Regression,Media,Alta
cuenca,2017-07-01,4,Logistic_Regression,Media,Baja
esmeraldas,2017-07-01,4,Logistic_Regression,Baja,Baja
guayaquil,2017-07-01,4,Logistic_Regression,Baja,Media
loja,2017-07-01,4,Logistic_Regression,Baja,Baja
machala,2017-07-01,4,Logistic_Regression,Baja,Baja
portoviejo,2017-07-01,4,Logistic_Regression,Baja,Baja
puyo,2017-07-01,4,Logistic_Regression,Alta,Media
quito,2017-07-01,4,Logistic_Regression,Media,Media
riobamba,2017-07-01,4,Logistic_Regression,Baja,Baja
salinas,2017-07-01,4,Logistic_Regression,Baja,Baja
tena,2017-07-01,4,Logistic_Regression,Alta,Alta
babahoyo,2017-08-01,4,Logistic_Regression,Media,Media
cuenca,2017-08-01,4,Logistic_Regression,Baja,Baja
esmeraldas,2017-08-01,4,Logistic_Regression,Media,Baja
guayaquil,2017-08-01,4,Logistic_Regression,Baja,Baja
loja,2017-08-01,4,Logistic_Regression,Baja,Baja
machala,2017-08-01,4,Logistic_Regression,Baja,Baja
portoviejo,2017-08-01,4,Logistic_Regression,Baja,Baja
puyo,2017-08-01,4,Logistic_Regression,Media,Media
quito,2017-08-01,4,Logistic_Regression,Alta,Baja
riobamba,2017-08-01,4,Logistic_Regression,Baja,Baja
salinas,2017-08-01,4,Logistic_Regression,Baja,Baja
tena,2017-08-01,4,Logistic_Regression,Media,Alta
babahoyo,2017-09-01,4,Logistic_Regression,Alta,Media
cuenca,2017-09-01,4,Logistic_Regression,Baja,Baja
esmeraldas,2017-09-01,4,Logistic_Regression,Baja,Baja
guayaquil,2017-09-01,4,Logistic_Regression,Media,Baja
loja,2017-09-01,4,Logistic_Regression,Baja,Baja
machala,2017-09-01,4,Logistic_Regression,Baja,Baja
portoviejo,2017-09-01,4,Logistic_Regression,Baja,Baja
puyo,2017-09-01,4,Logistic_Regression,Baja,Media
quito,2017-09-01,4,Logistic_Regression,Media,Media
riobamba,2017-09-01,4,Logistic_Regression,Baja,Baja
salinas,2017-09-01,4,Logistic_Regression,Baja,Baja
tena,2017-09-01,4,Logistic_Regression,Alta,Alta
babahoyo,2017-10-01,4,Logistic_Regression,Alta,Media
cuenca,2017-10-01,4,Logistic_Regression,Baja,Baja
esmeraldas,2017-10-01,4,Logistic_Regression,Baja,Baja
guayaquil,2017-10-01,4,Logistic_Regression,Baja,Baja
loja,2017-10-01,4,Logistic_Regression,Baja,Baja
machala,2017-10-01,4,Logistic_Regression,Baja,Baja
portoviejo,2017-10-01,4,Logistic_Regression,Baja,Baja
puyo,2017-10-01,4,Logistic_Regression,Media,Media
quito,2017-10-01,4,Logistic_Regression,Alta,Alta
riobamba,2017-10-01,4,Logistic_Regression,Media,Media
salinas,2017-10-01,4,Logistic_Regression,Baja,Baja
tena,2017-10-01,4,Logistic_Regression,Alta,Alta
babahoyo,2017-11-01,4,Logistic_Regression,Media,Media
cuenca,2017-11-01,4,Logistic_Regression,Media,Media
esmeraldas,2017-11-01,4,Logistic_Regression,Baja,Baja
guayaquil,2017-11-01,4,Logistic_Regression,Baja,Baja
loja,2017-11-01,4,Logistic_Regression,Baja,Media
machala,2017-11-01,4,Logistic_Regression,Baja,Baja
portoviejo,2017-11-01,4,Logistic_Regression,Baja,Baja
puyo,2017-11-01,4,Logistic_Regression,Alta,Alta
quito,2017-11-01,4,Logistic_Regression,Alta,Alta
riobamba,2017-11-01,4,Logistic_Regression,Media,Media
salinas,2017-11-01,4,Logistic_Regression,Baja,Baja
tena,2017-11-01,4,Logistic_Regression,Alta,Alta
babahoyo,2017-12-01,4,Logistic_Regression,Media,Media
cuenca,2017-12-01,4,Logistic_Regression,Alta,Media
esmeraldas,2017-12-01,4,Logistic_Regression,Baja,Baja
guayaquil,2017-12-01,4,Logistic_Regression,Media,Media
loja,2017-12-01,4,Logistic_Regression,Alta,Media
machala,2017-12-01,4,Logistic_Regression,Baja,Baja
portoviejo,2017-12-01,4,Logistic_Regression,Baja,Baja
puyo,2017-12-01,4,Logistic_Regression,Alta,Alta
quito,2017-12-01,4,Logistic_Regression,Alta,Alta
riobamba,2017-12-01,4,Logistic_Regression,Media,Media
salinas,2017-12-01,4,Logistic_Regression,Baja,Baja
tena,2017-12-01,4,Logistic_Regression,Alta,Alta
babahoyo,2005-01-01,1,Random_Forest,Alta,Alta
cuenca,2005-01-01,1,Random_Forest,Baja,Media
esmeraldas,2005-01-01,1,Random_Forest,Alta,Media
guayaquil,2005-01-01,1,Random_Forest,Media,Alta
loja,2005-01-01,1,Random_Forest,Baja,Media
machala,2005-01-01,1,Random_Forest,Media,Baja
portoviejo,2005-01-01,1,Random_Forest,Baja,Baja
puyo,2005-01-01,1,Random_Forest,Media,Media
quito,2005-01-01,1,Random_Forest,Media,Alta
riobamba,2005-01-01,1,Random_Forest,Baja,Media
salinas,2005-01-01,1,Random_Forest,Baja,Baja
tena,2005-01-01,1,Random_Forest,Alta,Alta
babahoyo,2005-02-01,1,Random_Forest,Alta,Alta
cuenca,2005-02-01,1,Random_Forest,Alta,Media
esmeraldas,2005-02-01,1,Random_Forest,Alta,Alta
guayaquil,2005-02-01,1,Random_Forest,Media,Alta
loja,2005-02-01,1,Random_Forest,Alta,Media
