feature,mutual_information
clim_z_rx1day_mm_lag2,0.013165913102811011
wind_mean_ms_lag0,0.013138800790820415
prcptot_mm_lag5,0.012959266602319275
max_1h_mm_lag2,0.012904882094239678
clim_z_relative_humidity_mean_pct_lag2,0.012696268621456674
max_1h_mm_lag3,0.012544314634197473
temperatura_tendencia_1m,0.012371117880316085
clim_z_relative_humidity_mean_pct_lag1,0.012315898420103721
r20mm_days_lag3,0.012310913885252184
rx5day_mm_lag4,0.012211616621302657
temperature_min_c_lag5,0.012208502698657586
clim_z_rx5day_mm_lag2,0.012170645334904417
max_1h_mm_lag4,0.01156298026174607
temperature_mean_c_lag2,0.01148774833303845
max_6h_mm_lag5,0.011147132914226976
rx5day_mm_lag5,0.010905791568340817
clim_z_temperature_mean_c_lag2,0.009936220354564984
r20mm_days_lag0,0.009799858835757291
prcptot_media_3m,0.009761843179127094
r10mm_days_lag4,0.009693228161822276
prcptot_media_6m,0.009572613590651535
prcptot_mm_lag2,0.00953590480501898
cdd_days_lag2,0.009124214232406835
r20mm_days_lag4,0.008840712457292454
max_6h_mm_lag4,0.008587705813175806
clim_z_dewpoint_mean_c_lag2,0.008340259244099979
rx1day_mm_lag5,0.008230814924992114
cwd_days_lag2,0.0081897639245887
cdd_days_lag4,0.008057656292545179
max_6h_mm_lag1,0.007793061904302512
temperature_min_c_lag0,0.007696313698005053
rx1day_mm_lag3,0.0073224454594558175
wind_max_ms_lag6,0.006954571573338786
wet_days_lag4,0.006354748348119887
cwd_days_lag5,0.006275148337187009
humedad_media_3m,0.006041804707398679
prcptot_mm_lag0,0.00601178056315721
wet_days_lag1,0.0059936782584979476
temperature_mean_c_lag11,0.00588585753255666
prcptot_mm_lag11,0.00581629288442409
cwd_days_lag4,0.0057416133080940845
r10mm_days_lag6,0.005464125995801705
rx1day_mm_lag0,0.005271703748812584
temperature_max_c_lag1,0.0048953210455064955
clim_z_sdii_mm_per_wet_day_lag2,0.00447975593794725
max_6h_mm_lag2,0.004194554021683228
rx1day_mm_lag11,0.004155307691664056
wind_max_ms_lag5,0.004052732070017218
wind_max_ms_lag4,0.003821849779371167
longitud_solicitada,0.003592423065926109
wind_mean_ms_lag3,0.0032939070461299735
rx1day_mm_lag1,0.0032707782083316594
temperature_min_c_lag3,0.002495554571478209
rx5day_mm_lag6,0.0021647028883573505
max_1h_mm_lag6,0.002006820661038855
rx5day_mm_lag0,0.0011906741722462755
prcptot_mm_lag6,0.0010020398239269923
max_1h_mm_lag5,0.000886816868372442
surface_pressure_mean_hpa_lag5,0.0006733871672803815
dewpoint_mean_c_lag0,0.0006642860172010323
prcptot_mm_lag4,0.0006481937319686715
max_1h_mm_lag1,0.00025201643413641506
wind_mean_ms_lag4,0.00024371472588802234
temperature_max_c_lag3,0.00018525515123180014
relative_humidity_mean_pct_lag3,0.00017433224656215884
r20mm_days_lag5,5.2181963781094964e-05
rx5day_mm_lag3,4.6568091412346746e-05
amenaza_actual_Media,0.0
cdd_days_lag3,0.0
cdd_days_lag5,0.0
cdd_days_lag6,0.0
clim_z_temperature_mean_c_lag1,0.0
cwd_days_lag0,0.0
cwd_days_lag1,0.0
cwd_days_lag3,0.0
cwd_days_lag6,0.0
dewpoint_mean_c_lag3,0.0
dewpoint_mean_c_lag4,0.0
dewpoint_mean_c_lag5,0.0
dewpoint_mean_c_lag6,0.0
humedad_tendencia_1m,0.0
max_3h_mm_lag0,0.0
max_3h_mm_lag3,0.0
max_3h_mm_lag4,0.0
max_3h_mm_lag5,0.0
max_3h_mm_lag6,0.0
max_6h_mm_lag11,0.0
max_6h_mm_lag3,0.0
max_6h_mm_lag6,0.0
month_cos,0.0
month_sin,0.0
prcptot_mm_lag3,0.0
r10mm_days_lag2,0.0
r10mm_days_lag3,0.0
r20mm_days_lag1,0.0
r20mm_days_lag2,0.0
r20mm_days_lag6,0.0
relative_humidity_mean_pct_lag2,0.0
relative_humidity_mean_pct_lag4,0.0
relative_humidity_mean_pct_lag5,0.0
relative_humidity_mean_pct_lag6,0.0
rx1day_mm_lag2,0.0
rx1day_mm_lag4,0.0
rx1day_mm_lag6,0.0
rx5_media_3m,0.0
rx5_tendencia_1m,0.0
rx5day_mm_lag11,0.0
rx5day_mm_lag2,0.0
sdii_mm_per_wet_day_lag0,0.0
sdii_mm_per_wet_day_lag11,0.0
sdii_mm_per_wet_day_lag2,0.0
sdii_mm_per_wet_day_lag3,0.0
sdii_mm_per_wet_day_lag4,0.0
sdii_mm_per_wet_day_lag6,0.0
surface_pressure_mean_hpa_lag0,0.0
surface_pressure_mean_hpa_lag2,0.0
surface_pressure_mean_hpa_lag4,0.0
surface_pressure_mean_hpa_lag6,0.0
target_month_cos,0.0
target_month_sin,0.0
target_rx5_clim_mean,0.0
target_rx5_clim_q33,0.0
target_rx5_clim_q66,0.0
target_rx5_clim_std,0.0
temperatura_media_3m,0.0
temperature_max_c_lag2,0.0
temperature_max_c_lag5,0.0
temperature_mean_c_lag3,0.0
temperature_mean_c_lag4,0.0
temperature_mean_c_lag5,0.0
temperature_mean_c_lag6,0.0
temperature_min_c_lag4,0.0
temperature_min_c_lag6,0.0
wet_days_lag11,0.0
wet_days_lag2,0.0
wet_days_lag3,0.0
wet_days_lag5,0.0
wet_days_lag6,0.0
wind_max_ms_lag0,0.0
wind_max_ms_lag1,0.0
wind_max_ms_lag2,0.0
wind_max_ms_lag3,0.0
wind_mean_ms_lag1,0.0
wind_mean_ms_lag2,0.0
wind_mean_ms_lag6,0.0
