feature,mutual_information
r20mm_days_lag4,0.006816102776118438
r20mm_days_lag1,0.006601691969090773
r10mm_days_lag6,0.006253187479209998
clim_z_temperature_mean_c_lag2,0.006081152494317177
temperature_max_c_lag4,0.006027918146706224
prcptot_mm_lag11,0.005642982445135392
rx5_tendencia_1m,0.005529173662999209
max_6h_mm_lag5,0.005523081845561162
wind_mean_ms_lag2,0.0055009845949887115
r10mm_days_lag2,0.005105637204431801
clim_z_rx1day_mm_lag2,0.004874653085161551
rx5day_mm_lag5,0.004280533594538394
temperature_min_c_lag0,0.004181300797881704
r20mm_days_lag5,0.004067744891801617
max_6h_mm_lag2,0.0034405250729538928
temperature_min_c_lag6,0.0033773849454439286
wet_days_lag6,0.003304267230110458
rx5day_mm_lag2,0.0032959696720591403
rx1day_mm_lag5,0.0032819998654649574
r20mm_days_lag0,0.0028951446828742178
temperatura_tendencia_1m,0.002684213995023388
wind_max_ms_lag5,0.002649764966690782
rx1day_mm_lag1,0.0024172229580274873
longitud_solicitada,0.0022476150716648213
cwd_days_lag6,0.002224668713962874
r20mm_days_lag3,0.0021125116501643504
prcptot_mm_lag4,0.0020879331497543063
relative_humidity_mean_pct_lag5,0.002075278488966603
temperature_min_c_lag3,0.0018533130842812717
clim_z_temperature_mean_c_lag0,0.0013054186917802468
relative_humidity_mean_pct_lag2,0.0012731371971921313
r10mm_days_lag5,0.0006017336530410589
rx5day_mm_lag0,1.0397712764564915e-05
wet_days_lag1,4.5232307810394445e-07
amenaza_actual_Baja,0.0
cdd_days_lag1,0.0
cdd_days_lag4,0.0
cdd_days_lag5,0.0
cdd_days_lag6,0.0
clim_z_relative_humidity_mean_pct_lag1,0.0
clim_z_rx1day_mm_lag0,0.0
cwd_days_lag2,0.0
cwd_days_lag3,0.0
cwd_days_lag4,0.0
cwd_days_lag5,0.0
dewpoint_mean_c_lag3,0.0
dewpoint_mean_c_lag4,0.0
dewpoint_mean_c_lag5,0.0
humedad_tendencia_1m,0.0
latitud_solicitada,0.0
max_1h_mm_lag1,0.0
max_1h_mm_lag6,0.0
max_3h_mm_lag3,0.0
max_3h_mm_lag4,0.0
max_3h_mm_lag5,0.0
max_6h_mm_lag11,0.0
max_6h_mm_lag3,0.0
month_cos,0.0
month_sin,0.0
prcptot_mm_lag3,0.0
r10mm_days_lag3,0.0
r20mm_days_lag2,0.0
r20mm_days_lag6,0.0
relative_humidity_mean_pct_lag3,0.0
relative_humidity_mean_pct_lag4,0.0
relative_humidity_mean_pct_lag6,0.0
rx1day_mm_lag0,0.0
rx1day_mm_lag11,0.0
rx1day_mm_lag4,0.0
rx1day_mm_lag6,0.0
rx5_media_3m,0.0
rx5day_mm_lag11,0.0
sdii_mm_per_wet_day_lag11,0.0
sdii_mm_per_wet_day_lag2,0.0
sdii_mm_per_wet_day_lag4,0.0
surface_pressure_mean_hpa_lag2,0.0
surface_pressure_mean_hpa_lag4,0.0
surface_pressure_mean_hpa_lag5,0.0
surface_pressure_mean_hpa_lag6,0.0
target_month_cos,0.0
target_month_sin,0.0
target_rx5_clim_mean,0.0
target_rx5_clim_q33,0.0
target_rx5_clim_q66,0.0
target_rx5_clim_std,0.0
temperatura_media_3m,0.0
temperature_max_c_lag1,0.0
temperature_max_c_lag2,0.0
temperature_mean_c_lag3,0.0
temperature_mean_c_lag4,0.0
temperature_mean_c_lag5,0.0
temperature_mean_c_lag6,0.0
temperature_min_c_lag4,0.0
wet_days_lag11,0.0
wet_days_lag3,0.0
wet_days_lag5,0.0
wind_max_ms_lag0,0.0
wind_max_ms_lag2,0.0
wind_max_ms_lag3,0.0
wind_max_ms_lag6,0.0
wind_mean_ms_lag5,0.0
wind_mean_ms_lag6,0.0
