modelo,k_features,fold,macro_f1,balanced_accuracy,recall_alta,f1_alta,recall_baja,f1_baja,recall_media,f1_media
XGBoost,60,F4,0.3585178671928693,0.3636700179253371,0.5,0.4618834080717489,0.2393617021276596,0.26865671641791045,0.3516483516483517,0.3450134770889488
XGBoost,80,F1,0.3352429182773679,0.33647525356516433,0.2,0.20689655172413793,0.41935483870967744,0.430939226519337,0.3900709219858156,0.36789297658862874
XGBoost,80,F2,0.3279722472068549,0.3287697251881105,0.31007751937984496,0.2888086642599278,0.3680555555555556,0.36177474402730375,0.3081761006289308,0.3333333333333333
XGBoost,80,F3,0.3725446185953086,0.3738267325515648,0.38461538461538464,0.3914590747330961,0.42142857142857143,0.39864864864864863,0.31543624161073824,0.32752613240418116
XGBoost,80,F4,0.37043080432506487,0.37399846246158996,0.5097087378640777,0.48498845265588914,0.26063829787234044,0.28405797101449276,0.3516483516483517,0.3422459893048128
XGBoost,100,F1,0.29831238036185453,0.2986599993463412,0.20952380952380953,0.205607476635514,0.3602150537634409,0.37640449438202245,0.3262411347517731,0.3129251700680272
XGBoost,100,F2,0.3214242406462086,0.3221452310142525,0.32558139534883723,0.3,0.3263888888888889,0.3298245614035088,0.31446540880503143,0.33444816053511706
XGBoost,100,F3,0.395654688560867,0.39620413143903077,0.36363636363636365,0.39097744360902253,0.4357142857142857,0.4080267558528428,0.38926174496644295,0.3879598662207358
XGBoost,100,F4,0.3520766667420183,0.35530757199833835,0.48058252427184467,0.46261682242990654,0.24468085106382978,0.26900584795321636,0.34065934065934067,0.32460732984293195
XGBoost,120,F1,0.31874484864047736,0.32017518057325883,0.21904761904761905,0.22330097087378642,0.3655913978494624,0.38309859154929576,0.375886524822695,0.34983498349834985
XGBoost,120,F2,0.3241839991076381,0.32592267563746286,0.3488372093023256,0.3146853146853147,0.3333333333333333,0.3392226148409894,0.29559748427672955,0.31864406779661014
XGBoost,120,F3,0.38652550487850307,0.3871117696621052,0.36363636363636365,0.38661710037174724,0.42857142857142855,0.4013377926421405,0.3691275167785235,0.3716216216216216
XGBoost,120,F4,0.36972142033409267,0.37305093171649667,0.44660194174757284,0.4329411764705882,0.26595744680851063,0.29673590504451036,0.4065934065934066,0.37948717948717947
XGBoost,150,F1,0.3310851258948057,0.33321567473935354,0.21904761904761905,0.22772277227722773,0.3763440860215054,0.39660056657223797,0.40425531914893614,0.36893203883495146
XGBoost,150,F2,0.3358426434154765,0.3365724489298425,0.34108527131782945,0.3055555555555556,0.3541666666666667,0.36298932384341637,0.31446540880503143,0.3389830508474576
XGBoost,150,F3,0.3946001018848701,0.39597248389194695,0.3356643356643357,0.36923076923076925,0.44285714285714284,0.4105960264900662,0.40939597315436244,0.40397350993377484
XGBoost,150,F4,0.3628322653882096,0.36693671954981605,0.46601941747572817,0.4496487119437939,0.24468085106382978,0.27380952380952384,0.3901098901098901,0.36503856041131105
XGBoost,192,F1,0.32434709204219186,0.32817269666960813,0.20952380952380953,0.21674876847290642,0.34946236559139787,0.38011695906432746,0.425531914893617,0.3761755485893417
XGBoost,192,F2,0.33890661310016146,0.33945504851055525,0.34108527131782945,0.32234432234432236,0.3125,0.3225806451612903,0.36477987421383645,0.3717948717948718
XGBoost,192,F3,0.39459986463402846,0.3941486924708401,0.3986013986013986,0.41304347826086957,0.42142857142857143,0.4154929577464789,0.3624161073825503,0.35526315789473684
XGBoost,192,F4,0.37856155510025663,0.3819061541639521,0.49514563106796117,0.477751756440281,0.26595744680851063,0.29239766081871343,0.38461538461538464,0.36553524804177545
SVM_RBF,40,F1,0.32794141002386734,0.3350339357889118,0.13333333333333333,0.16568047337278108,0.44623655913978494,0.4322916666666667,0.425531914893617,0.3858520900321543
SVM_RBF,40,F2,0.3698210594745394,0.3739233419465977,0.3023255813953488,0.319672131147541,0.4861111111111111,0.41916167664670656,0.3333333333333333,0.3706293706293706
SVM_RBF,40,F3,0.38546552600165107,0.39679336323631625,0.3706293706293706,0.3970037453183521,0.5714285714285714,0.47477744807121663,0.2483221476510067,0.2846153846153846
SVM_RBF,40,F4,0.3604251541492223,0.3624217137953969,0.3932038834951456,0.4297082228116711,0.44680851063829785,0.39069767441860465,0.24725274725274726,0.2608695652173913
SVM_RBF,60,F1,0.3121980497352068,0.3158741053044416,0.1523809523809524,0.1807909604519774,0.41935483870967744,0.4105263157894737,0.375886524822695,0.34527687296416937
SVM_RBF,60,F2,0.3468801541426503,0.35877598199340194,0.26356589147286824,0.2918454935622318,0.5486111111111112,0.4281842818428184,0.2641509433962264,0.32061068702290074
SVM_RBF,60,F3,0.3903924171726049,0.3983174543577228,0.34965034965034963,0.3875968992248062,0.55,0.4489795918367347,0.2953020134228188,0.33460076045627374
SVM_RBF,60,F4,0.36493118352680787,0.3680507160676547,0.38349514563106796,0.42359249329758714,0.4734042553191489,0.4110854503464203,0.24725274725274726,0.26011560693641617
SVM_RBF,80,F1,0.3006662368364496,0.3053687180660413,0.13333333333333333,0.1590909090909091,0.41397849462365593,0.4095744680851064,0.36879432624113473,0.3333333333333333
SVM_RBF,80,F2,0.37044431853897625,0.3784006143045195,0.27906976744186046,0.2975206611570248,0.5416666666666666,0.4406779661016949,0.31446540880503143,0.373134328358209
SVM_RBF,80,F3,0.37555620694884784,0.3819384195223121,0.34965034965034963,0.3861003861003861,0.5142857142857142,0.4247787610619469,0.28187919463087246,0.3157894736842105
SVM_RBF,80,F4,0.38788795518207286,0.38938860148321003,0.39805825242718446,0.43733333333333335,0.4734042553191489,0.4238095238095238,0.2967032967032967,0.3025210084033613
SVM_RBF,100,F1,0.32120570777904073,0.3230338486343977,0.18095238095238095,0.20320855614973263,0.41935483870967744,0.4148936170212766,0.36879432624113473,0.34551495016611294
SVM_RBF,100,F2,0.3621923912479332,0.37055319909641976,0.29457364341085274,0.3114754098360656,0.5277777777777778,0.4318181818181818,0.2893081761006289,0.34328358208955223
SVM_RBF,100,F3,0.39000455469820733,0.39827353854199493,0.3356643356643357,0.3794466403162055,0.5571428571428572,0.45348837209302323,0.30201342281879195,0.33707865168539325
SVM_RBF,100,F4,0.37448336481012956,0.37647161418076514,0.4029126213592233,0.4368421052631579,0.4627659574468085,0.41232227488151657,0.26373626373626374,0.2742857142857143
SVM_RBF,120,F1,0.30607467867529786,0.3123846564477999,0.13333333333333333,0.1590909090909091,0.3924731182795699,0.4,0.41134751773049644,0.3591331269349845
SVM_RBF,120,F2,0.3630777977453581,0.36812157703996223,0.31007751937984496,0.321285140562249,0.4861111111111111,0.41543026706231456,0.3081761006289308,0.35251798561151076
SVM_RBF,120,F3,0.3791482565072139,0.386656408468489,0.3356643356643357,0.3779527559055118,0.5357142857142857,0.43859649122807015,0.28859060402684567,0.3208955223880597
SVM_RBF,120,F4,0.37244144396456424,0.37304241926220855,0.4029126213592233,0.43799472295514513,0.44148936170212766,0.4,0.27472527472527475,0.27932960893854747
