modelo,macro_f1_cv_mean,macro_f1_cv_std
Persistencia,0.36956096583190984,0.03196940295998654
SVM_RBF,0.34975796204444637,0.014791342506377854
MLP,0.3462525167200753,0.007253433921893975
XGBoost,0.33906124453965114,0.02016179850756755
Regresion_Logistica,0.3339664968302372,0.007455188463099743
Random_Forest,0.3268091933920328,0.0241876987924788
Dummy,0.1550652519848876,0.016693197359406733
