metrica,cv_temporal_1991_2017,validacion_2018_2021,diferencia_validacion_menos_cv
macro_f1,0.7188163076158562,0.6894521803081833,-0.029364127307672905
balanced_accuracy,0.7180166367616077,0.6891958284619908,-0.028820808299616862
recall_alta,0.7130872610184341,0.7028301886792453,-0.010257072339188822
