modelo,macro_f1,balanced_accuracy,accuracy,precision_baja,recall_baja,f1_baja,support_baja,precision_media,recall_media,f1_media,support_media,precision_alta,recall_alta,f1_alta,support_alta,fit_time_seg,inference_time_seg
SVM_RBF,0.6894521803081833,0.6891958284619908,0.6996527777777778,0.8375634517766497,0.7674418604651163,0.8009708737864077,215,0.47593582887700536,0.5973154362416108,0.5297619047619048,149,0.7760416666666666,0.7028301886792453,0.7376237623762376,212,0.764077100000577,0.08842319999894244
