zone_id,ciudad,provincia,region,rol,period,period_start,target_period_start,split,amenaza_mes,target_amenaza,target_rx5day_mm,target_month,prcptot_mm,rx5day_mm,max_3h_mm,sdii_mm_per_wet_day,r20mm_days,cwd_days,cdd_days,temperature_mean_c,relative_humidity_mean_pct,wind_mean_ms,surface_pressure_mean_hpa,latitud_solicitada,longitud_solicitada,target_month_sin,target_month_cos,prcptot_mm__lag1,prcptot_mm__lag11,rx5day_mm__lag1,rx5day_mm__lag11,max_3h_mm__lag1,max_3h_mm__lag11,sdii_mm_per_wet_day__lag1,sdii_mm_per_wet_day__lag11,r20mm_days__lag1,r20mm_days__lag11,cwd_days__lag1,cwd_days__lag11,cdd_days__lag1,cdd_days__lag11,temperature_mean_c__lag1,temperature_mean_c__lag11,relative_humidity_mean_pct__lag1,relative_humidity_mean_pct__lag11,wind_mean_ms__lag1,wind_mean_ms__lag11,surface_pressure_mean_hpa__lag1,surface_pressure_mean_hpa__lag11
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1991-12,1991-12-01,1992-01-01,entrenamiento,Alta,Alta,178.37478733062744,1,249.85265,88.3700008392334,11.243179559707642,9.253801345825195,1,15,3,23.111862,88.02381,0.9287563,980.0909,-1.801926,-79.534645,0.49999999999999994,0.8660254037844387,171.44695,206.13931,71.93759536743164,62.28325259685517,9.39296007156372,10.788008689880373,6.857877731323242,7.362118244171143,1.0,3.0,12.0,19.0,3.0,2.0,22.995827,23.360975,83.494194,84.00248,1.1711093,0.81269264,980.442,981.1356
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1992-01,1992-01-01,1992-02-01,entrenamiento,Alta,Alta,243.1441555023193,2,660.1119,178.37478733062744,45.00991725921631,21.29393196105957,8,31,0,23.280386,88.85376,0.7383055,980.1235,-1.801926,-79.534645,0.8660254037844386,0.5000000000000001,249.85265,338.60364,88.3700008392334,108.73790645599364,11.243179559707642,13.914175033569336,9.253801345825195,12.092987060546877,1.0,3.0,15.0,28.0,3.0,0.0,23.111862,23.412565,88.02381,87.96047,0.9287563,0.8164163,980.0909,980.55707
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1992-02,1992-02-01,1992-03-01,entrenamiento,Alta,Alta,262.8963861465454,3,630.3688,243.1441555023193,51.03765106201172,24.24495315551757,12,12,1,23.65473,89.13474,0.7356589,980.31134,-1.801926,-79.534645,1.0,6.123233995736766e-17,660.1119,382.81235,178.37478733062744,167.26159620285034,45.00991725921631,32.03313446044922,21.29393196105957,14.723551750183104,8.0,6.0,31.0,17.0,0.0,2.0,23.280386,24.151102,88.85376,86.72064,0.7383055,0.7418686,980.1235,980.3141
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1992-03,1992-03-01,1992-04-01,entrenamiento,Alta,Alta,260.3540391921997,4,1107.5076,262.8963861465454,39.095327377319336,35.726051330566406,16,31,0,24.030579,90.6115,0.79251534,979.54675,-1.801926,-79.534645,0.8660254037844387,-0.4999999999999998,630.3688,355.7184,243.1441555023193,142.9581813812256,51.03765106201172,14.585495471954346,24.24495315551757,14.228736877441406,12.0,5.0,12.0,12.0,1.0,3.0,23.65473,23.79137,89.13474,87.18776,0.7356589,0.7948116,980.31134,980.401
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1992-04,1992-04-01,1992-05-01,entrenamiento,Alta,Alta,141.55050086975098,5,908.39307,260.3540391921997,43.92518424987793,31.323898315429688,17,29,1,24.140015,90.07103,0.75486416,979.4071,-1.801926,-79.534645,0.49999999999999994,-0.8660254037844387,1107.5076,281.81442,262.8963861465454,84.19995856285095,39.095327377319336,12.7857403755188,35.726051330566406,10.064801216125488,16.0,4.0,31.0,19.0,0.0,2.0,24.030579,23.798376,90.6115,87.17473,0.79251534,0.8260291,979.54675,980.6066
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1992-05,1992-05-01,1992-06-01,entrenamiento,Alta,Alta,141.30156230926514,6,458.5234,141.55050086975098,19.7109432220459,14.791077613830566,7,31,0,23.841301,88.475555,0.7190868,979.87445,-1.801926,-79.534645,1.2246467991473532e-16,-1.0,908.39307,191.66788,260.3540391921997,78.88170433044434,43.92518424987793,10.03450894355774,31.323898315429688,7.986161708831787,17.0,1.0,29.0,11.0,1.0,2.0,24.140015,23.176596,90.07103,87.23211,0.75486416,0.9202538,979.4071,981.05054
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1992-06,1992-06-01,1992-07-01,entrenamiento,Alta,Media,66.03663063049316,7,291.94638,141.30156230926514,20.755667209625244,11.228707313537598,4,19,3,23.13388,86.917595,0.79076093,979.96576,-1.801926,-79.534645,-0.4999999999999997,-0.8660254037844388,458.5234,156.38855,141.55050086975098,50.22903776168823,19.7109432220459,5.334056854248047,14.791077613830566,5.392708778381348,7.0,0.0,31.0,19.0,0.0,1.0,23.841301,22.330627,88.475555,86.12859,0.7190868,1.0631764,979.87445,981.508
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1992-07,1992-07-01,1992-08-01,entrenamiento,Media,Baja,31.606123387813568,8,136.56598,66.03663063049316,6.970489263534546,6.5031418800354,1,12,3,21.98299,84.90028,0.9854842,981.83,-1.801926,-79.534645,-0.8660254037844385,-0.5000000000000004,291.94638,87.95317,141.30156230926514,27.838074207305908,20.755667209625244,4.127704977989197,11.228707313537598,3.664715528488159,4.0,0.0,19.0,16.0,3.0,3.0,23.13388,21.853712,86.917595,84.3098,0.79076093,1.0911506,979.96576,981.9102
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1992-08,1992-08-01,1992-09-01,entrenamiento,Baja,Media,40.23836755752564,9,81.80526,31.606123387813568,6.760287165641785,5.112828731536865,0,4,3,22.010391,82.944305,1.1483624,982.1149,-1.801926,-79.534645,-1.0,-1.8369701987210297e-16,136.56598,103.03799,66.03663063049316,46.32245969772339,6.970489263534546,4.512757062911987,6.5031418800354,5.423051834106445,1.0,0.0,12.0,8.0,3.0,6.0,21.98299,22.340498,84.90028,81.0824,0.9854842,1.2521636,981.83,981.3015
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1992-09,1992-09-01,1992-10-01,entrenamiento,Media,Media,45.86048889160156,10,129.32254,40.23836755752564,4.2081204652786255,5.6227192878723145,0,19,3,22.013227,83.47043,1.1318082,980.92505,-1.801926,-79.534645,-0.8660254037844386,0.5000000000000001,81.80526,239.80466,31.606123387813568,94.43866062164308,6.760287165641785,10.72081184387207,5.112828731536865,7.993488788604736,0.0,3.0,4.0,16.0,3.0,1.0,22.010391,22.186192,82.944305,85.95101,1.1483624,1.1378347,982.1149,980.6443
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1992-10,1992-10-01,1992-11-01,entrenamiento,Media,Baja,13.961545526981354,11,107.22836,45.86048889160156,5.563855171203613,4.289134502410889,0,13,2,22.42203,81.83752,1.1826508,980.94336,-1.801926,-79.534645,-0.5000000000000004,0.8660254037844384,129.32254,171.44695,40.23836755752564,71.93759536743164,4.2081204652786255,9.39296007156372,5.6227192878723145,6.857877731323242,0.0,1.0,19.0,12.0,3.0,3.0,22.013227,22.995827,83.47043,83.494194,1.1318082,1.1711093,980.92505,980.442
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1992-11,1992-11-01,1992-12-01,entrenamiento,Baja,Media,41.71287727355957,12,42.43529,13.961545526981354,2.585761249065399,2.82901930809021,0,4,6,23.23874,76.93386,1.3653946,980.3981,-1.801926,-79.534645,-2.4492935982947064e-16,1.0,107.22836,249.85265,45.86048889160156,88.3700008392334,5.563855171203613,11.243179559707642,4.289134502410889,9.253801345825195,0.0,1.0,13.0,15.0,2.0,3.0,22.42203,23.111862,81.83752,88.02381,1.1826508,0.9287563,980.94336,980.0909
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1992-12,1992-12-01,1993-01-01,entrenamiento,Media,Alta,104.3933401107788,1,104.237144,41.71287727355957,5.182454228401184,5.486165523529053,0,11,4,23.512833,78.60413,1.1445684,980.44635,-1.801926,-79.534645,0.49999999999999994,0.8660254037844387,42.43529,660.1119,13.961545526981354,178.37478733062744,2.585761249065399,45.00991725921631,2.82901930809021,21.29393196105957,0.0,8.0,4.0,31.0,6.0,0.0,23.23874,23.280386,76.93386,88.85376,1.3653946,0.7383055,980.3981,980.1235
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1993-01,1993-01-01,1993-02-01,entrenamiento,Alta,Alta,343.4649829864502,2,341.80365,104.3933401107788,19.518998622894287,11.393454551696776,5,21,1,23.072435,86.62598,0.87050354,981.20056,-1.801926,-79.534645,0.8660254037844386,0.5000000000000001,104.237144,630.3688,41.71287727355957,243.1441555023193,5.182454228401184,51.03765106201172,5.486165523529053,24.24495315551757,0.0,12.0,11.0,12.0,4.0,1.0,23.512833,23.65473,78.60413,89.13474,1.1445684,0.7356589,980.44635,980.31134
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1993-02,1993-02-01,1993-03-01,entrenamiento,Alta,Alta,142.53785800933838,3,892.07654,343.4649829864502,48.340155601501465,31.85987663269043,11,28,0,23.140568,89.796776,0.7408691,980.9381,-1.801926,-79.534645,1.0,6.123233995736766e-17,341.80365,1107.5076,104.3933401107788,262.8963861465454,19.518998622894287,39.095327377319336,11.393454551696776,35.726051330566406,5.0,16.0,21.0,31.0,1.0,0.0,23.072435,24.030579,86.62598,90.6115,0.87050354,0.79251534,981.20056,979.54675
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1993-03,1993-03-01,1993-04-01,entrenamiento,Alta,Alta,166.45243453979492,4,402.91226,142.53785800933838,18.97158098220825,13.430408477783203,7,26,1,23.748234,87.509575,0.773661,980.86926,-1.801926,-79.534645,0.8660254037844387,-0.4999999999999998,892.07654,908.39307,343.4649829864502,260.3540391921997,48.340155601501465,43.92518424987793,31.85987663269043,31.323898315429688,11.0,17.0,28.0,29.0,0.0,1.0,23.140568,24.140015,89.796776,90.07103,0.7408691,0.75486416,980.9381,979.4071
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1993-04,1993-04-01,1993-05-01,entrenamiento,Alta,Alta,147.9849977493286,5,464.9671,166.45243453979492,18.3485746383667,16.033348083496094,9,23,1,24.315533,87.53133,0.7730331,979.76404,-1.801926,-79.534645,0.49999999999999994,-0.8660254037844387,402.91226,458.5234,142.53785800933838,141.55050086975098,18.97158098220825,19.7109432220459,13.430408477783203,14.791077613830566,7.0,7.0,26.0,31.0,1.0,0.0,23.748234,23.841301,87.509575,88.475555,0.773661,0.7190868,980.86926,979.87445
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1993-05,1993-05-01,1993-06-01,entrenamiento,Alta,Alta,85.5295467376709,6,417.02484,147.9849977493286,14.526128768920898,13.90082836151123,6,24,1,23.890524,87.95095,0.8101471,980.47784,-1.801926,-79.534645,1.2246467991473532e-16,-1.0,464.9671,291.94638,166.45243453979492,141.30156230926514,18.3485746383667,20.755667209625244,16.033348083496094,11.228707313537598,9.0,4.0,23.0,19.0,1.0,3.0,24.315533,23.13388,87.53133,86.917595,0.7730331,0.79076093,979.76404,979.96576
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1993-06,1993-06-01,1993-07-01,entrenamiento,Alta,Media,53.07118785381317,7,281.57196,85.5295467376709,8.26328992843628,9.709378242492676,2,20,1,23.075327,87.77373,0.9159922,980.5131,-1.801926,-79.534645,-0.4999999999999997,-0.8660254037844388,417.02484,136.56598,147.9849977493286,66.03663063049316,14.526128768920898,6.970489263534546,13.90082836151123,6.5031418800354,6.0,1.0,24.0,12.0,1.0,3.0,23.890524,21.98299,87.95095,84.90028,0.8101471,0.9854842,980.47784,981.83
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1993-07,1993-07-01,1993-08-01,entrenamiento,Media,Media,66.16362953186035,8,160.52652,53.07118785381317,8.31793212890625,5.350883960723877,0,27,1,22.26979,87.71792,0.9998249,981.278,-1.801926,-79.534645,-0.8660254037844385,-0.5000000000000004,281.57196,81.80526,85.5295467376709,31.606123387813568,8.26328992843628,6.760287165641785,9.709378242492676,5.112828731536865,2.0,0.0,20.0,4.0,1.0,3.0,23.075327,22.010391,87.77373,82.944305,0.9159922,1.1483624,980.5131,982.1149
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1993-08,1993-08-01,1993-09-01,entrenamiento,Media,Media,70.77273893356323,9,109.86913,66.16362953186035,5.542015552520752,5.782586097717285,0,11,6,22.017414,83.68461,1.0990291,981.6986,-1.801926,-79.534645,-1.0,-1.8369701987210297e-16,160.52652,129.32254,53.07118785381317,40.23836755752564,8.31793212890625,4.2081204652786255,5.350883960723877,5.6227192878723145,0.0,0.0,27.0,19.0,1.0,3.0,22.26979,22.013227,87.71792,83.47043,0.9998249,1.1318082,981.278,980.92505
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1993-09,1993-09-01,1993-10-01,entrenamiento,Media,Media,65.26899099349976,10,219.14192,70.77273893356323,10.039643287658691,7.8264970779418945,2,24,1,21.807589,86.82364,1.1078377,981.90137,-1.801926,-79.534645,-0.8660254037844386,0.5000000000000001,109.86913,107.22836,66.16362953186035,45.86048889160156,5.542015552520752,5.563855171203613,5.782586097717285,4.289134502410889,0.0,0.0,11.0,13.0,6.0,2.0,22.017414,22.42203,83.68461,81.83752,1.0990291,1.1826508,981.6986,980.94336
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1993-10,1993-10-01,1993-11-01,entrenamiento,Media,Baja,30.69106233119965,11,160.36557,65.26899099349976,7.00501823425293,7.289344310760498,1,9,5,22.380108,84.39118,1.1329242,981.32446,-1.801926,-79.534645,-0.5000000000000004,0.8660254037844384,219.14192,42.43529,70.77273893356323,13.961545526981354,10.039643287658691,2.585761249065399,7.8264970779418945,2.82901930809021,2.0,0.0,24.0,4.0,1.0,6.0,21.807589,23.23874,86.82364,76.93386,1.1078377,1.3653946,981.90137,980.3981
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1993-11,1993-11-01,1993-12-01,entrenamiento,Baja,Media,59.66878318786621,12,39.76415,30.69106233119965,1.838028371334076,3.614922523498535,0,7,10,22.94831,81.59756,1.2015269,981.1845,-1.801926,-79.534645,-2.4492935982947064e-16,1.0,160.36557,104.237144,65.26899099349976,41.71287727355957,7.00501823425293,5.182454228401184,7.289344310760498,5.486165523529053,1.0,0.0,9.0,11.0,5.0,4.0,22.380108,23.512833,84.39118,78.60413,1.1329242,1.1445684,981.32446,980.44635
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1993-12,1993-12-01,1994-01-01,entrenamiento,Media,Alta,217.75995635986328,1,197.41795,59.66878318786621,8.29346752166748,7.592998027801514,1,14,3,23.150198,84.051506,0.97906685,980.4368,-1.801926,-79.534645,0.49999999999999994,0.8660254037844387,39.76415,341.80365,30.69106233119965,104.3933401107788,1.838028371334076,19.518998622894287,3.614922523498535,11.393454551696776,0.0,5.0,7.0,21.0,10.0,1.0,22.94831,23.072435,81.59756,86.62598,1.2015269,0.87050354,981.1845,981.20056
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1994-01,1994-01-01,1994-02-01,entrenamiento,Alta,Alta,209.07897758483887,2,605.5467,217.75995635986328,33.64147186279297,20.88092041015625,8,27,2,22.79843,89.35596,0.7543576,981.0257,-1.801926,-79.534645,0.8660254037844386,0.5000000000000001,197.41795,892.07654,59.66878318786621,343.4649829864502,8.29346752166748,48.340155601501465,7.592998027801514,31.85987663269043,1.0,11.0,14.0,28.0,3.0,0.0,23.150198,23.140568,84.051506,89.796776,0.97906685,0.7408691,980.4368,980.9381
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1994-02,1994-02-01,1994-03-01,entrenamiento,Alta,Alta,206.17565727233887,3,423.5615,209.07897758483887,29.70146751403809,15.127196311950684,7,28,0,23.263899,87.973854,0.749942,980.77277,-1.801926,-79.534645,1.0,6.123233995736766e-17,605.5467,402.91226,217.75995635986328,142.53785800933838,33.64147186279297,18.97158098220825,20.88092041015625,13.430408477783203,8.0,7.0,27.0,26.0,2.0,1.0,22.79843,23.748234,89.35596,87.509575,0.7543576,0.773661,981.0257,980.86926
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1994-03,1994-03-01,1994-04-01,entrenamiento,Alta,Alta,215.1170215606689,4,521.1255,206.17565727233887,24.004356861114506,20.04328727722168,8,13,3,23.07566,88.336075,0.77893,981.32245,-1.801926,-79.534645,0.8660254037844387,-0.4999999999999998,423.5615,464.9671,209.07897758483887,166.45243453979492,29.70146751403809,18.3485746383667,15.127196311950684,16.033348083496094,7.0,9.0,28.0,23.0,0.0,1.0,23.263899,24.315533,87.973854,87.53133,0.749942,0.7730331,980.77277,979.76404
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1994-04,1994-04-01,1994-05-01,entrenamiento,Alta,Alta,154.9755883216858,5,395.58536,215.1170215606689,13.830458641052246,15.214821815490724,8,13,1,23.268728,89.14232,0.7589638,980.99286,-1.801926,-79.534645,0.49999999999999994,-0.8660254037844387,521.1255,417.02484,206.17565727233887,147.9849977493286,24.004356861114506,14.526128768920898,20.04328727722168,13.90082836151123,8.0,6.0,13.0,24.0,3.0,1.0,23.07566,23.890524,88.336075,87.95095,0.77893,0.8101471,981.32245,980.47784
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1994-05,1994-05-01,1994-06-01,entrenamiento,Alta,Alta,125.95191526412964,6,487.0113,154.9755883216858,23.775033473968502,18.03745460510254,8,12,1,23.179089,88.59909,0.8775527,980.86975,-1.801926,-79.534645,1.2246467991473532e-16,-1.0,395.58536,281.57196,215.1170215606689,85.5295467376709,13.830458641052246,8.26328992843628,15.214821815490724,9.709378242492676,8.0,2.0,13.0,20.0,1.0,1.0,23.268728,23.075327,89.14232,87.77373,0.7589638,0.9159922,980.99286,980.5131
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1994-06,1994-06-01,1994-07-01,entrenamiento,Alta,Media,41.87332224845886,7,260.40408,125.95191526412964,17.869262218475342,8.680135726928711,3,30,0,22.262583,88.06301,0.97547084,981.4783,-1.801926,-79.534645,-0.4999999999999997,-0.8660254037844388,487.0113,160.52652,154.9755883216858,53.07118785381317,23.775033473968502,8.31793212890625,18.03745460510254,5.350883960723877,8.0,0.0,12.0,27.0,1.0,1.0,23.179089,22.26979,88.59909,87.71792,0.8775527,0.9998249,980.86975,981.278
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1994-07,1994-07-01,1994-08-01,entrenamiento,Media,Baja,21.308307886123657,8,105.79294,41.87332224845886,6.239861369132996,6.612058639526367,0,5,8,21.756823,84.8642,1.0510321,981.44574,-1.801926,-79.534645,-0.8660254037844385,-0.5000000000000004,260.40408,109.86913,125.95191526412964,66.16362953186035,17.869262218475342,5.542015552520752,8.680135726928711,5.782586097717285,3.0,0.0,30.0,11.0,0.0,6.0,22.262583,22.017414,88.06301,83.68461,0.97547084,1.0990291,981.4783,981.6986
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1994-08,1994-08-01,1994-09-01,entrenamiento,Baja,Media,69.76593446731567,9,78.84621,21.308307886123657,3.784082770347595,3.583918571472168,0,9,6,21.719738,83.12079,1.1348709,982.0039,-1.801926,-79.534645,-1.0,-1.8369701987210297e-16,105.79294,219.14192,41.87332224845886,70.77273893356323,6.239861369132996,10.039643287658691,6.612058639526367,7.8264970779418945,0.0,2.0,5.0,24.0,8.0,1.0,21.756823,21.807589,84.8642,86.82364,1.0510321,1.1078377,981.44574,981.90137
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1994-09,1994-09-01,1994-10-01,entrenamiento,Media,Media,61.72695350646973,10,101.20861,69.76593446731567,8.702494144439697,5.32676887512207,1,7,3,22.646189,79.49214,1.2480063,981.282,-1.801926,-79.534645,-0.8660254037844386,0.5000000000000001,78.84621,160.36557,21.308307886123657,65.26899099349976,3.784082770347595,7.00501823425293,3.583918571472168,7.289344310760498,0.0,1.0,9.0,9.0,6.0,5.0,21.719738,22.380108,83.12079,84.39118,1.1348709,1.1329242,982.0039,981.32446
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1994-10,1994-10-01,1994-11-01,entrenamiento,Media,Media,65.92321252822876,11,104.96153,61.72695350646973,5.161933541297913,5.248076438903809,0,6,5,22.631971,82.82533,1.2412332,981.0268,-1.801926,-79.534645,-0.5000000000000004,0.8660254037844384,101.20861,39.76415,69.76593446731567,30.69106233119965,8.702494144439697,1.838028371334076,5.32676887512207,3.614922523498535,1.0,0.0,7.0,7.0,3.0,10.0,22.646189,22.94831,79.49214,81.59756,1.2480063,1.2015269,981.282,981.1845
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1994-11,1994-11-01,1994-12-01,entrenamiento,Media,Alta,145.35017204284668,12,138.17612,65.92321252822876,8.362598657608032,7.676450729370117,1,8,5,22.93291,83.123856,1.2132967,981.2358,-1.801926,-79.534645,-2.4492935982947064e-16,1.0,104.96153,197.41795,61.72695350646973,59.66878318786621,5.161933541297913,8.29346752166748,5.248076438903809,7.592998027801514,0.0,1.0,6.0,14.0,5.0,3.0,22.631971,23.150198,82.82533,84.051506,1.2412332,0.97906685,981.0268,980.4368
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1994-12,1994-12-01,1995-01-01,entrenamiento,Alta,Alta,201.8129749298096,1,427.59738,145.35017204284668,15.324622631072998,14.253246307373049,7,29,1,23.14451,88.247185,0.89156854,980.5426,-1.801926,-79.534645,0.49999999999999994,0.8660254037844387,138.17612,605.5467,65.92321252822876,217.75995635986328,8.362598657608032,33.64147186279297,7.676450729370117,20.88092041015625,1.0,8.0,8.0,27.0,5.0,2.0,22.93291,22.79843,83.123856,89.35596,1.2132967,0.7543576,981.2358,981.0257
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1995-01,1995-01-01,1995-02-01,entrenamiento,Alta,Alta,207.2249975204468,2,871.9728,201.8129749298096,27.303449630737305,28.128154754638672,18,31,0,23.154743,89.97053,0.847735,980.6571,-1.801926,-79.534645,0.8660254037844386,0.5000000000000001,427.59738,423.5615,145.35017204284668,209.07897758483887,15.324622631072998,29.70146751403809,14.253246307373049,15.127196311950684,7.0,7.0,29.0,28.0,1.0,0.0,23.14451,23.263899,88.247185,87.973854,0.89156854,0.749942,980.5426,980.77277
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1995-02,1995-02-01,1995-03-01,entrenamiento,Alta,Alta,75.05810356140137,3,416.53098,207.2249975204468,31.559260368347168,15.42707347869873,7,27,1,23.35034,88.78544,0.78365237,981.4045,-1.801926,-79.534645,1.0,6.123233995736766e-17,871.9728,521.1255,201.8129749298096,206.17565727233887,27.303449630737305,24.004356861114506,28.128154754638672,20.04328727722168,18.0,8.0,31.0,13.0,0.0,3.0,23.154743,23.07566,89.97053,88.336075,0.847735,0.77893,980.6571,981.32245
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1995-03,1995-03-01,1995-04-01,entrenamiento,Alta,Alta,131.60137844085693,4,222.19514,75.05810356140137,11.284821033477783,7.935540676116943,2,14,2,23.714636,87.37071,0.84577805,980.552,-1.801926,-79.534645,0.8660254037844387,-0.4999999999999998,416.53098,395.58536,207.2249975204468,215.1170215606689,31.559260368347168,13.830458641052246,15.42707347869873,15.214821815490724,7.0,8.0,27.0,13.0,1.0,1.0,23.35034,23.268728,88.78544,89.14232,0.78365237,0.7589638,981.4045,980.99286
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1995-04,1995-04-01,1995-05-01,entrenamiento,Alta,Alta,154.39224338531494,5,405.42358,131.60137844085693,16.320735931396484,15.015687942504885,9,18,2,23.70357,88.75657,0.80202806,979.67303,-1.801926,-79.534645,0.49999999999999994,-0.8660254037844387,222.19514,487.0113,75.05810356140137,154.9755883216858,11.284821033477783,23.775033473968502,7.935540676116943,18.03745460510254,2.0,8.0,14.0,12.0,2.0,1.0,23.714636,23.179089,87.37071,88.59909,0.84577805,0.8775527,980.552,980.86975
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1995-05,1995-05-01,1995-06-01,entrenamiento,Alta,Alta,114.3692370057106,6,577.48566,154.39224338531494,20.500861167907715,19.91329765319824,12,22,1,23.252684,90.72907,0.8835165,980.9391,-1.801926,-79.534645,1.2246467991473532e-16,-1.0,405.42358,260.40408,131.60137844085693,125.95191526412964,16.320735931396484,17.869262218475342,15.015687942504885,8.680135726928711,9.0,3.0,18.0,30.0,2.0,0.0,23.70357,22.262583,88.75657,88.06301,0.80202806,0.97547084,979.67303,981.4783
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1995-06,1995-06-01,1995-07-01,entrenamiento,Alta,Alta,115.36012935638428,7,407.5852,114.3692370057106,35.82383632659912,14.556614875793455,5,11,1,22.686108,90.2937,0.87272006,981.295,-1.801926,-79.534645,-0.4999999999999997,-0.8660254037844388,577.48566,105.79294,154.39224338531494,41.87332224845886,20.500861167907715,6.239861369132996,19.91329765319824,6.612058639526367,12.0,0.0,22.0,5.0,1.0,8.0,23.252684,21.756823,90.72907,84.8642,0.8835165,1.0510321,980.9391,981.44574
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1995-07,1995-07-01,1995-08-01,entrenamiento,Alta,Alta,97.61918592453004,8,404.07526,115.36012935638428,11.175423860549929,13.034686088562012,7,31,0,21.955698,90.97231,0.8984107,981.24146,-1.801926,-79.534645,-0.8660254037844385,-0.5000000000000004,407.5852,78.84621,114.3692370057106,21.308307886123657,35.82383632659912,3.784082770347595,14.556614875793455,3.583918571472168,5.0,0.0,11.0,9.0,1.0,6.0,22.686108,21.719738,90.2937,83.12079,0.87272006,1.1348709,981.295,982.0039
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1995-08,1995-08-01,1995-09-01,entrenamiento,Alta,Alta,75.14087295532227,9,240.42723,97.61918592453004,11.075198411941528,7.755717277526855,2,31,0,21.967407,88.676414,1.0324132,981.52484,-1.801926,-79.534645,-1.0,-1.8369701987210297e-16,404.07526,101.20861,115.36012935638428,69.76593446731567,11.175423860549929,8.702494144439697,13.034686088562012,5.32676887512207,7.0,1.0,31.0,7.0,0.0,3.0,21.955698,22.646189,90.97231,79.49214,0.8984107,1.2480063,981.24146,981.282
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1995-09,1995-09-01,1995-10-01,entrenamiento,Alta,Media,62.889153480529785,10,315.21133,75.14087295532227,10.915823221206663,11.25754737854004,3,17,2,22.131395,89.3835,1.0132,981.91754,-1.801926,-79.534645,-0.8660254037844386,0.5000000000000001,240.42723,104.96153,97.61918592453004,61.72695350646973,11.075198411941528,5.161933541297913,7.755717277526855,5.248076438903809,2.0,0.0,31.0,6.0,0.0,5.0,21.967407,22.631971,88.676414,82.82533,1.0324132,1.2412332,981.52484,981.0268
babahoyo,Babahoyo,Los Ríos,Litoral,desarrollo,1995-10,1995-10-01,1995-11-01,entrenamiento,Media,Alta,94.66333103179932,11,240.72157,62.889153480529785,8.475080251693726,8.915614128112793,2,15,3,22.044222,88.94741,1.0503913,981.11633,-1.801926,-79.534645,-0.5000000000000004,0.8660254037844384,315.21133,138.17612,75.14087295532227,65.92321252822876,10.915823221206663,8.362598657608032,11.25754737854004,7.676450729370117,3.0,1.0,17.0,8.0,2.0,5.0,22.131395,22.93291,89.3835,83.123856,1.0132,1.2132967,981.91754,981.2358
