zone_id,ciudad,region,period_start,target_period_start,target_rx5day_mm,amenaza_mes,target_amenaza,prediccion,correcta
puyo,Puyo,Amazonía,2024-10-01,2024-11-01,52.10240650177002,Alta,Media,Alta,False
quito,Quito,Sierra,2024-10-01,2024-11-01,49.87174582481384,Alta,Media,Alta,False
riobamba,Riobamba,Sierra,2024-10-01,2024-11-01,42.75457191467285,Media,Media,Media,True
salinas,Salinas,Litoral,2024-10-01,2024-11-01,2.550046682357788,Baja,Baja,Baja,True
tena,Tena,Amazonía,2024-10-01,2024-11-01,75.94995820522308,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2024-11-01,2024-12-01,115.05556964874268,Media,Alta,Alta,True
cuenca,Cuenca,Sierra,2024-11-01,2024-12-01,76.02407836914062,Media,Alta,Media,False
esmeraldas,Esmeraldas,Litoral,2024-11-01,2024-12-01,37.15856647491455,Baja,Baja,Alta,False
guayaquil,Guayaquil,Litoral,2024-11-01,2024-12-01,37.48815083503723,Baja,Media,Baja,False
loja,Loja,Sierra,2024-11-01,2024-12-01,80.95779705047607,Baja,Alta,Media,False
machala,Machala,Litoral,2024-11-01,2024-12-01,44.489203453063965,Baja,Media,Baja,False
portoviejo,Portoviejo,Litoral,2024-11-01,2024-12-01,17.261013984680176,Baja,Baja,Baja,True
puyo,Puyo,Amazonía,2024-11-01,2024-12-01,101.4284782409668,Media,Alta,Alta,True
quito,Quito,Sierra,2024-11-01,2024-12-01,139.69670486450195,Media,Alta,Alta,True
riobamba,Riobamba,Sierra,2024-11-01,2024-12-01,52.99474954605103,Media,Media,Media,True
salinas,Salinas,Litoral,2024-11-01,2024-12-01,13.026546001434326,Baja,Baja,Baja,True
tena,Tena,Amazonía,2024-11-01,2024-12-01,119.94172978401184,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2024-12-01,2025-01-01,116.7599093914032,Alta,Alta,Alta,True
cuenca,Cuenca,Sierra,2024-12-01,2025-01-01,85.36409568786621,Alta,Alta,Media,False
esmeraldas,Esmeraldas,Litoral,2024-12-01,2025-01-01,63.47352838516235,Baja,Media,Alta,False
guayaquil,Guayaquil,Litoral,2024-12-01,2025-01-01,58.42826223373413,Media,Media,Alta,False
loja,Loja,Sierra,2024-12-01,2025-01-01,64.11868381500244,Alta,Media,Media,True
machala,Machala,Litoral,2024-12-01,2025-01-01,52.70806884765625,Media,Media,Media,True
portoviejo,Portoviejo,Litoral,2024-12-01,2025-01-01,66.19815111160278,Baja,Media,Alta,False
puyo,Puyo,Amazonía,2024-12-01,2025-01-01,64.86962246894836,Alta,Media,Alta,False
quito,Quito,Sierra,2024-12-01,2025-01-01,108.20088291168211,Alta,Alta,Alta,True
riobamba,Riobamba,Sierra,2024-12-01,2025-01-01,68.58276557922363,Media,Media,Media,True
salinas,Salinas,Litoral,2024-12-01,2025-01-01,11.852822341024876,Baja,Baja,Baja,True
tena,Tena,Amazonía,2024-12-01,2025-01-01,101.4176014661789,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2025-01-01,2025-02-01,125.53161811828612,Alta,Alta,Alta,True
cuenca,Cuenca,Sierra,2025-01-01,2025-02-01,92.23337841033936,Alta,Alta,Media,False
esmeraldas,Esmeraldas,Litoral,2025-01-01,2025-02-01,150.10495471954346,Media,Alta,Alta,True
guayaquil,Guayaquil,Litoral,2025-01-01,2025-02-01,229.05615043640137,Media,Alta,Alta,True
loja,Loja,Sierra,2025-01-01,2025-02-01,95.19630861282349,Media,Alta,Media,False
machala,Machala,Litoral,2025-01-01,2025-02-01,101.47986507415771,Media,Alta,Alta,True
portoviejo,Portoviejo,Litoral,2025-01-01,2025-02-01,197.3940963745117,Media,Alta,Alta,True
puyo,Puyo,Amazonía,2025-01-01,2025-02-01,76.80050086975098,Media,Alta,Alta,True
quito,Quito,Sierra,2025-01-01,2025-02-01,124.67749786376952,Alta,Alta,Alta,True
riobamba,Riobamba,Sierra,2025-01-01,2025-02-01,68.85808563232422,Media,Media,Media,True
salinas,Salinas,Litoral,2025-01-01,2025-02-01,71.421865940094,Baja,Alta,Baja,False
tena,Tena,Amazonía,2025-01-01,2025-02-01,109.76169323921204,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2025-02-01,2025-03-01,174.16565704345703,Alta,Alta,Alta,True
cuenca,Cuenca,Sierra,2025-02-01,2025-03-01,82.08903217315674,Alta,Alta,Media,False
esmeraldas,Esmeraldas,Litoral,2025-02-01,2025-03-01,109.1961989402771,Alta,Alta,Alta,True
guayaquil,Guayaquil,Litoral,2025-02-01,2025-03-01,156.1463451385498,Alta,Alta,Alta,True
loja,Loja,Sierra,2025-02-01,2025-03-01,107.48863983154295,Alta,Alta,Alta,True
machala,Machala,Litoral,2025-02-01,2025-03-01,93.12454223632812,Alta,Alta,Alta,True
portoviejo,Portoviejo,Litoral,2025-02-01,2025-03-01,266.1256351470947,Alta,Alta,Alta,True
puyo,Puyo,Amazonía,2025-02-01,2025-03-01,91.7784538269043,Alta,Alta,Alta,True
quito,Quito,Sierra,2025-02-01,2025-03-01,100.55876445770264,Alta,Alta,Alta,True
riobamba,Riobamba,Sierra,2025-02-01,2025-03-01,74.51225090026855,Media,Alta,Media,False
salinas,Salinas,Litoral,2025-02-01,2025-03-01,78.13119506835938,Alta,Alta,Media,False
tena,Tena,Amazonía,2025-02-01,2025-03-01,157.52167797088623,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2025-03-01,2025-04-01,173.43824195861816,Alta,Alta,Alta,True
cuenca,Cuenca,Sierra,2025-03-01,2025-04-01,60.96440744400024,Alta,Media,Media,True
esmeraldas,Esmeraldas,Litoral,2025-03-01,2025-04-01,114.70745849609376,Alta,Alta,Alta,True
guayaquil,Guayaquil,Litoral,2025-03-01,2025-04-01,124.64547443389893,Alta,Alta,Alta,True
loja,Loja,Sierra,2025-03-01,2025-04-01,80.27612686157227,Alta,Alta,Media,False
machala,Machala,Litoral,2025-03-01,2025-04-01,271.61328506469727,Alta,Alta,Media,False
portoviejo,Portoviejo,Litoral,2025-03-01,2025-04-01,84.63095760345459,Alta,Alta,Alta,True
puyo,Puyo,Amazonía,2025-03-01,2025-04-01,67.9085521697998,Alta,Media,Alta,False
quito,Quito,Sierra,2025-03-01,2025-04-01,84.84198093414307,Alta,Alta,Alta,True
riobamba,Riobamba,Sierra,2025-03-01,2025-04-01,75.29719638824463,Alta,Alta,Media,False
salinas,Salinas,Litoral,2025-03-01,2025-04-01,52.98842263221741,Alta,Media,Baja,False
tena,Tena,Amazonía,2025-03-01,2025-04-01,76.50186610221863,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2025-04-01,2025-05-01,90.86767625808716,Alta,Alta,Alta,True
cuenca,Cuenca,Sierra,2025-04-01,2025-05-01,45.235271692276,Media,Media,Baja,False
esmeraldas,Esmeraldas,Litoral,2025-04-01,2025-05-01,98.5304446220398,Alta,Alta,Alta,True
guayaquil,Guayaquil,Litoral,2025-04-01,2025-05-01,55.29700803756714,Alta,Media,Alta,False
loja,Loja,Sierra,2025-04-01,2025-05-01,55.0449857711792,Alta,Media,Media,True
machala,Machala,Litoral,2025-04-01,2025-05-01,26.45599627494812,Alta,Baja,Alta,False
portoviejo,Portoviejo,Litoral,2025-04-01,2025-05-01,30.5795019865036,Alta,Baja,Media,False
puyo,Puyo,Amazonía,2025-04-01,2025-05-01,57.78547883033752,Media,Media,Alta,False
quito,Quito,Sierra,2025-04-01,2025-05-01,93.2366304397583,Alta,Alta,Alta,True
riobamba,Riobamba,Sierra,2025-04-01,2025-05-01,51.13476085662842,Alta,Media,Media,True
salinas,Salinas,Litoral,2025-04-01,2025-05-01,11.495722949504852,Media,Baja,Baja,True
tena,Tena,Amazonía,2025-04-01,2025-05-01,81.54764461517334,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2025-05-01,2025-06-01,46.60523700714111,Alta,Media,Media,True
cuenca,Cuenca,Sierra,2025-05-01,2025-06-01,23.06437516212464,Media,Baja,Baja,True
esmeraldas,Esmeraldas,Litoral,2025-05-01,2025-06-01,46.53479427099228,Alta,Media,Alta,False
guayaquil,Guayaquil,Litoral,2025-05-01,2025-06-01,40.33799505233765,Media,Media,Media,True
loja,Loja,Sierra,2025-05-01,2025-06-01,39.151023864746094,Media,Media,Baja,False
machala,Machala,Litoral,2025-05-01,2025-06-01,15.879055202007294,Baja,Baja,Baja,True
portoviejo,Portoviejo,Litoral,2025-05-01,2025-06-01,8.060418248176575,Baja,Baja,Baja,True
puyo,Puyo,Amazonía,2025-05-01,2025-06-01,105.9834132194519,Media,Alta,Media,False
quito,Quito,Sierra,2025-05-01,2025-06-01,69.80485105514526,Alta,Media,Alta,False
riobamba,Riobamba,Sierra,2025-05-01,2025-06-01,31.974899530410767,Media,Baja,Baja,True
salinas,Salinas,Litoral,2025-05-01,2025-06-01,5.604329869151115,Baja,Baja,Baja,True
tena,Tena,Amazonía,2025-05-01,2025-06-01,191.71236991882324,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2025-06-01,2025-07-01,28.40591788291931,Media,Baja,Media,False
cuenca,Cuenca,Sierra,2025-06-01,2025-07-01,62.17682075500488,Baja,Media,Baja,False
esmeraldas,Esmeraldas,Litoral,2025-06-01,2025-07-01,22.723768949508667,Media,Baja,Baja,True
guayaquil,Guayaquil,Litoral,2025-06-01,2025-07-01,23.40971851348877,Media,Baja,Baja,True
loja,Loja,Sierra,2025-06-01,2025-07-01,50.36667847633362,Media,Media,Baja,False
machala,Machala,Litoral,2025-06-01,2025-07-01,10.696582674980164,Baja,Baja,Baja,True
portoviejo,Portoviejo,Litoral,2025-06-01,2025-07-01,4.567283749580383,Baja,Baja,Baja,True
puyo,Puyo,Amazonía,2025-06-01,2025-07-01,164.00883054733276,Alta,Alta,Media,False
quito,Quito,Sierra,2025-06-01,2025-07-01,26.80696552991867,Media,Baja,Media,False
riobamba,Riobamba,Sierra,2025-06-01,2025-07-01,54.27294635772705,Baja,Media,Baja,False
salinas,Salinas,Litoral,2025-06-01,2025-07-01,7.44453552365303,Baja,Baja,Baja,True
tena,Tena,Amazonía,2025-06-01,2025-07-01,239.79226684570312,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2025-07-01,2025-08-01,39.13729381561279,Baja,Media,Media,True
cuenca,Cuenca,Sierra,2025-07-01,2025-08-01,27.63910150527954,Media,Baja,Baja,True
esmeraldas,Esmeraldas,Litoral,2025-07-01,2025-08-01,20.382154524326324,Baja,Baja,Baja,True
guayaquil,Guayaquil,Litoral,2025-07-01,2025-08-01,29.242391765117645,Baja,Baja,Baja,True
loja,Loja,Sierra,2025-07-01,2025-08-01,37.36853933334351,Media,Media,Baja,False
machala,Machala,Litoral,2025-07-01,2025-08-01,6.672369062900543,Baja,Baja,Baja,True
portoviejo,Portoviejo,Litoral,2025-07-01,2025-08-01,9.471212685108185,Baja,Baja,Baja,True
puyo,Puyo,Amazonía,2025-07-01,2025-08-01,49.38372099399567,Alta,Media,Alta,False
quito,Quito,Sierra,2025-07-01,2025-08-01,63.47284412384033,Baja,Media,Media,True
riobamba,Riobamba,Sierra,2025-07-01,2025-08-01,27.204837799072266,Media,Baja,Baja,True
salinas,Salinas,Litoral,2025-07-01,2025-08-01,5.572575494647026,Baja,Baja,Baja,True
tena,Tena,Amazonía,2025-07-01,2025-08-01,52.32462024688721,Alta,Media,Alta,False
babahoyo,Babahoyo,Litoral,2025-08-01,2025-09-01,58.25918102264404,Media,Media,Media,True
cuenca,Cuenca,Sierra,2025-08-01,2025-09-01,37.61317682266235,Baja,Media,Baja,False
esmeraldas,Esmeraldas,Litoral,2025-08-01,2025-09-01,23.597135365009308,Baja,Baja,Baja,True
guayaquil,Guayaquil,Litoral,2025-08-01,2025-09-01,34.510719537734985,Baja,Baja,Baja,True
loja,Loja,Sierra,2025-08-01,2025-09-01,24.422712087631226,Media,Baja,Baja,True
machala,Machala,Litoral,2025-08-01,2025-09-01,10.211631536483765,Baja,Baja,Baja,True
portoviejo,Portoviejo,Litoral,2025-08-01,2025-09-01,9.167638441547751,Baja,Baja,Baja,True
puyo,Puyo,Amazonía,2025-08-01,2025-09-01,29.26252222061157,Media,Baja,Alta,False
quito,Quito,Sierra,2025-08-01,2025-09-01,82.58104038238525,Media,Alta,Media,False
riobamba,Riobamba,Sierra,2025-08-01,2025-09-01,44.72605895996094,Baja,Media,Baja,False
salinas,Salinas,Litoral,2025-08-01,2025-09-01,10.704827427864076,Baja,Baja,Baja,True
tena,Tena,Amazonía,2025-08-01,2025-09-01,92.7101789712906,Media,Alta,Media,False
babahoyo,Babahoyo,Litoral,2025-09-01,2025-10-01,69.64851999282837,Media,Media,Media,True
cuenca,Cuenca,Sierra,2025-09-01,2025-10-01,56.692697525024414,Media,Media,Media,True
esmeraldas,Esmeraldas,Litoral,2025-09-01,2025-10-01,22.62813007831573,Baja,Baja,Baja,True
guayaquil,Guayaquil,Litoral,2025-09-01,2025-10-01,51.889931201934814,Baja,Media,Baja,False
loja,Loja,Sierra,2025-09-01,2025-10-01,47.5990948677063,Baja,Media,Media,True
machala,Machala,Litoral,2025-09-01,2025-10-01,20.36327588558197,Baja,Baja,Baja,True
portoviejo,Portoviejo,Litoral,2025-09-01,2025-10-01,11.912006169557571,Baja,Baja,Baja,True
puyo,Puyo,Amazonía,2025-09-01,2025-10-01,75.41543102264404,Baja,Alta,Media,False
quito,Quito,Sierra,2025-09-01,2025-10-01,102.98578834533691,Alta,Alta,Alta,True
riobamba,Riobamba,Sierra,2025-09-01,2025-10-01,54.67068290710449,Media,Media,Media,True
salinas,Salinas,Litoral,2025-09-01,2025-10-01,16.739532828330994,Baja,Baja,Baja,True
tena,Tena,Amazonía,2025-09-01,2025-10-01,80.68466424942017,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2025-10-01,2025-11-01,47.260958194732666,Media,Media,Media,True
cuenca,Cuenca,Sierra,2025-10-01,2025-11-01,68.08663177490234,Media,Media,Media,True
esmeraldas,Esmeraldas,Litoral,2025-10-01,2025-11-01,28.93078064918518,Baja,Baja,Baja,True
guayaquil,Guayaquil,Litoral,2025-10-01,2025-11-01,45.44459593296051,Media,Media,Baja,False
loja,Loja,Sierra,2025-10-01,2025-11-01,78.57651710510254,Media,Alta,Media,False
machala,Machala,Litoral,2025-10-01,2025-11-01,26.61227869987488,Baja,Baja,Baja,True
portoviejo,Portoviejo,Litoral,2025-10-01,2025-11-01,11.67793333530426,Baja,Baja,Baja,True
puyo,Puyo,Amazonía,2025-10-01,2025-11-01,43.90912914276123,Alta,Media,Alta,False
quito,Quito,Sierra,2025-10-01,2025-11-01,90.82709503173828,Alta,Alta,Alta,True
riobamba,Riobamba,Sierra,2025-10-01,2025-11-01,75.20188999176025,Media,Alta,Media,False
salinas,Salinas,Litoral,2025-10-01,2025-11-01,9.343099057674408,Baja,Baja,Baja,True
tena,Tena,Amazonía,2025-10-01,2025-11-01,52.6892147064209,Alta,Media,Alta,False
babahoyo,Babahoyo,Litoral,2025-11-01,2025-12-01,31.484392285346985,Media,Baja,Alta,False
cuenca,Cuenca,Sierra,2025-11-01,2025-12-01,154.64468717575073,Media,Alta,Media,False
esmeraldas,Esmeraldas,Litoral,2025-11-01,2025-12-01,20.15572476387024,Baja,Baja,Baja,True
guayaquil,Guayaquil,Litoral,2025-11-01,2025-12-01,9.842207573354244,Media,Baja,Baja,True
loja,Loja,Sierra,2025-11-01,2025-12-01,48.29869413375855,Alta,Media,Media,True
machala,Machala,Litoral,2025-11-01,2025-12-01,11.326793730258942,Baja,Baja,Media,False
portoviejo,Portoviejo,Litoral,2025-11-01,2025-12-01,5.651595026254654,Baja,Baja,Baja,True
puyo,Puyo,Amazonía,2025-11-01,2025-12-01,64.04040312767029,Media,Media,Alta,False
quito,Quito,Sierra,2025-11-01,2025-12-01,75.24891471862793,Alta,Alta,Alta,True
riobamba,Riobamba,Sierra,2025-11-01,2025-12-01,42.95237731933594,Alta,Media,Media,True
salinas,Salinas,Litoral,2025-11-01,2025-12-01,1.1235423049656674,Baja,Baja,Baja,True
tena,Tena,Amazonía,2025-11-01,2025-12-01,97.4112105369568,Media,Alta,Alta,True
