evaluacion,macro_f1,balanced_accuracy,accuracy,precision_baja,recall_baja,f1_baja,support_baja,precision_media,recall_media,f1_media,support_media,precision_alta,recall_alta,f1_alta,support_alta,n,fit_time_seg,inference_time_seg
prueba_temporal_2022_2025,0.6879816879816879,0.6868868259818125,0.6996527777777778,0.8031088082901554,0.7868020304568528,0.7948717948717948,197,0.48554913294797686,0.525,0.5045045045045045,160,0.780952380952381,0.7488584474885844,0.7645687645687645,219,576,0.9973882000049343,0.10593869999866001
