zone_id,ciudad,period_start,target_period_start,target_amenaza,modelo,prediccion
portoviejo,Portoviejo,2021-02-01,2021-03-01,Media,Regresion_Logistica,Alta
portoviejo,Portoviejo,2021-03-01,2021-04-01,Baja,Regresion_Logistica,Alta
portoviejo,Portoviejo,2021-04-01,2021-05-01,Media,Regresion_Logistica,Alta
portoviejo,Portoviejo,2021-05-01,2021-06-01,Baja,Regresion_Logistica,Baja
portoviejo,Portoviejo,2021-06-01,2021-07-01,Baja,Regresion_Logistica,Baja
portoviejo,Portoviejo,2021-07-01,2021-08-01,Media,Regresion_Logistica,Baja
portoviejo,Portoviejo,2021-08-01,2021-09-01,Baja,Regresion_Logistica,Media
portoviejo,Portoviejo,2021-09-01,2021-10-01,Baja,Regresion_Logistica,Baja
portoviejo,Portoviejo,2021-10-01,2021-11-01,Media,Regresion_Logistica,Media
portoviejo,Portoviejo,2021-11-01,2021-12-01,Alta,Regresion_Logistica,Baja
puyo,Puyo,2017-12-01,2018-01-01,Alta,Regresion_Logistica,Media
puyo,Puyo,2018-01-01,2018-02-01,Alta,Regresion_Logistica,Media
puyo,Puyo,2018-02-01,2018-03-01,Baja,Regresion_Logistica,Media
puyo,Puyo,2018-03-01,2018-04-01,Alta,Regresion_Logistica,Baja
puyo,Puyo,2018-04-01,2018-05-01,Alta,Regresion_Logistica,Media
puyo,Puyo,2018-05-01,2018-06-01,Alta,Regresion_Logistica,Alta
puyo,Puyo,2018-06-01,2018-07-01,Alta,Regresion_Logistica,Alta
puyo,Puyo,2018-07-01,2018-08-01,Alta,Regresion_Logistica,Baja
puyo,Puyo,2018-08-01,2018-09-01,Baja,Regresion_Logistica,Alta
puyo,Puyo,2018-09-01,2018-10-01,Media,Regresion_Logistica,Alta
puyo,Puyo,2018-10-01,2018-11-01,Media,Regresion_Logistica,Alta
puyo,Puyo,2018-11-01,2018-12-01,Alta,Regresion_Logistica,Media
puyo,Puyo,2018-12-01,2019-01-01,Alta,Regresion_Logistica,Alta
puyo,Puyo,2019-01-01,2019-02-01,Media,Regresion_Logistica,Media
puyo,Puyo,2019-02-01,2019-03-01,Media,Regresion_Logistica,Baja
puyo,Puyo,2019-03-01,2019-04-01,Alta,Regresion_Logistica,Baja
puyo,Puyo,2019-04-01,2019-05-01,Alta,Regresion_Logistica,Alta
puyo,Puyo,2019-05-01,2019-06-01,Alta,Regresion_Logistica,Alta
puyo,Puyo,2019-06-01,2019-07-01,Alta,Regresion_Logistica,Alta
puyo,Puyo,2019-07-01,2019-08-01,Media,Regresion_Logistica,Baja
puyo,Puyo,2019-08-01,2019-09-01,Alta,Regresion_Logistica,Baja
puyo,Puyo,2019-09-01,2019-10-01,Baja,Regresion_Logistica,Baja
puyo,Puyo,2019-10-01,2019-11-01,Alta,Regresion_Logistica,Alta
puyo,Puyo,2019-11-01,2019-12-01,Alta,Regresion_Logistica,Alta
puyo,Puyo,2019-12-01,2020-01-01,Alta,Regresion_Logistica,Media
puyo,Puyo,2020-01-01,2020-02-01,Baja,Regresion_Logistica,Media
puyo,Puyo,2020-02-01,2020-03-01,Media,Regresion_Logistica,Baja
puyo,Puyo,2020-03-01,2020-04-01,Alta,Regresion_Logistica,Baja
puyo,Puyo,2020-04-01,2020-05-01,Media,Regresion_Logistica,Media
puyo,Puyo,2020-05-01,2020-06-01,Media,Regresion_Logistica,Media
puyo,Puyo,2020-06-01,2020-07-01,Baja,Regresion_Logistica,Baja
puyo,Puyo,2020-07-01,2020-08-01,Alta,Regresion_Logistica,Baja
puyo,Puyo,2020-08-01,2020-09-01,Alta,Regresion_Logistica,Media
puyo,Puyo,2020-09-01,2020-10-01,Baja,Regresion_Logistica,Media
puyo,Puyo,2020-10-01,2020-11-01,Baja,Regresion_Logistica,Media
puyo,Puyo,2020-11-01,2020-12-01,Alta,Regresion_Logistica,Baja
puyo,Puyo,2020-12-01,2021-01-01,Alta,Regresion_Logistica,Baja
puyo,Puyo,2021-01-01,2021-02-01,Alta,Regresion_Logistica,Baja
puyo,Puyo,2021-02-01,2021-03-01,Alta,Regresion_Logistica,Baja
puyo,Puyo,2021-03-01,2021-04-01,Alta,Regresion_Logistica,Baja
puyo,Puyo,2021-04-01,2021-05-01,Media,Regresion_Logistica,Media
puyo,Puyo,2021-05-01,2021-06-01,Alta,Regresion_Logistica,Baja
puyo,Puyo,2021-06-01,2021-07-01,Alta,Regresion_Logistica,Baja
puyo,Puyo,2021-07-01,2021-08-01,Media,Regresion_Logistica,Media
puyo,Puyo,2021-08-01,2021-09-01,Baja,Regresion_Logistica,Baja
puyo,Puyo,2021-09-01,2021-10-01,Alta,Regresion_Logistica,Baja
puyo,Puyo,2021-10-01,2021-11-01,Alta,Regresion_Logistica,Alta
puyo,Puyo,2021-11-01,2021-12-01,Alta,Regresion_Logistica,Alta
quito,Quito,2017-12-01,2018-01-01,Alta,Regresion_Logistica,Alta
quito,Quito,2018-01-01,2018-02-01,Alta,Regresion_Logistica,Baja
quito,Quito,2018-02-01,2018-03-01,Baja,Regresion_Logistica,Alta
quito,Quito,2018-03-01,2018-04-01,Media,Regresion_Logistica,Baja
quito,Quito,2018-04-01,2018-05-01,Alta,Regresion_Logistica,Baja
quito,Quito,2018-05-01,2018-06-01,Media,Regresion_Logistica,Alta
quito,Quito,2018-06-01,2018-07-01,Alta,Regresion_Logistica,Baja
quito,Quito,2018-07-01,2018-08-01,Alta,Regresion_Logistica,Media
quito,Quito,2018-08-01,2018-09-01,Media,Regresion_Logistica,Baja
quito,Quito,2018-09-01,2018-10-01,Alta,Regresion_Logistica,Baja
quito,Quito,2018-10-01,2018-11-01,Alta,Regresion_Logistica,Alta
quito,Quito,2018-11-01,2018-12-01,Baja,Regresion_Logistica,Alta
quito,Quito,2018-12-01,2019-01-01,Alta,Regresion_Logistica,Baja
quito,Quito,2019-01-01,2019-02-01,Alta,Regresion_Logistica,Alta
quito,Quito,2019-02-01,2019-03-01,Alta,Regresion_Logistica,Alta
quito,Quito,2019-03-01,2019-04-01,Alta,Regresion_Logistica,Media
quito,Quito,2019-04-01,2019-05-01,Media,Regresion_Logistica,Alta
quito,Quito,2019-05-01,2019-06-01,Alta,Regresion_Logistica,Alta
quito,Quito,2019-06-01,2019-07-01,Media,Regresion_Logistica,Baja
quito,Quito,2019-07-01,2019-08-01,Baja,Regresion_Logistica,Media
quito,Quito,2019-08-01,2019-09-01,Media,Regresion_Logistica,Baja
quito,Quito,2019-09-01,2019-10-01,Alta,Regresion_Logistica,Baja
quito,Quito,2019-10-01,2019-11-01,Alta,Regresion_Logistica,Alta
quito,Quito,2019-11-01,2019-12-01,Baja,Regresion_Logistica,Alta
quito,Quito,2019-12-01,2020-01-01,Alta,Regresion_Logistica,Media
quito,Quito,2020-01-01,2020-02-01,Media,Regresion_Logistica,Alta
quito,Quito,2020-02-01,2020-03-01,Media,Regresion_Logistica,Alta
quito,Quito,2020-03-01,2020-04-01,Alta,Regresion_Logistica,Media
quito,Quito,2020-04-01,2020-05-01,Alta,Regresion_Logistica,Alta
quito,Quito,2020-05-01,2020-06-01,Alta,Regresion_Logistica,Media
quito,Quito,2020-06-01,2020-07-01,Alta,Regresion_Logistica,Baja
quito,Quito,2020-07-01,2020-08-01,Alta,Regresion_Logistica,Alta
quito,Quito,2020-08-01,2020-09-01,Media,Regresion_Logistica,Alta
quito,Quito,2020-09-01,2020-10-01,Baja,Regresion_Logistica,Alta
quito,Quito,2020-10-01,2020-11-01,Media,Regresion_Logistica,Alta
quito,Quito,2020-11-01,2020-12-01,Media,Regresion_Logistica,Alta
quito,Quito,2020-12-01,2021-01-01,Alta,Regresion_Logistica,Alta
quito,Quito,2021-01-01,2021-02-01,Baja,Regresion_Logistica,Alta
quito,Quito,2021-02-01,2021-03-01,Alta,Regresion_Logistica,Alta
quito,Quito,2021-03-01,2021-04-01,Alta,Regresion_Logistica,Alta
quito,Quito,2021-04-01,2021-05-01,Alta,Regresion_Logistica,Media
quito,Quito,2021-05-01,2021-06-01,Alta,Regresion_Logistica,Alta
quito,Quito,2021-06-01,2021-07-01,Alta,Regresion_Logistica,Alta
quito,Quito,2021-07-01,2021-08-01,Alta,Regresion_Logistica,Media
quito,Quito,2021-08-01,2021-09-01,Alta,Regresion_Logistica,Alta
quito,Quito,2021-09-01,2021-10-01,Media,Regresion_Logistica,Alta
quito,Quito,2021-10-01,2021-11-01,Alta,Regresion_Logistica,Alta
quito,Quito,2021-11-01,2021-12-01,Alta,Regresion_Logistica,Alta
riobamba,Riobamba,2017-12-01,2018-01-01,Media,Regresion_Logistica,Baja
riobamba,Riobamba,2018-01-01,2018-02-01,Alta,Regresion_Logistica,Media
riobamba,Riobamba,2018-02-01,2018-03-01,Baja,Regresion_Logistica,Baja
riobamba,Riobamba,2018-03-01,2018-04-01,Media,Regresion_Logistica,Media
riobamba,Riobamba,2018-04-01,2018-05-01,Media,Regresion_Logistica,Media
riobamba,Riobamba,2018-05-01,2018-06-01,Alta,Regresion_Logistica,Baja
riobamba,Riobamba,2018-06-01,2018-07-01,Media,Regresion_Logistica,Media
riobamba,Riobamba,2018-07-01,2018-08-01,Alta,Regresion_Logistica,Media
riobamba,Riobamba,2018-08-01,2018-09-01,Baja,Regresion_Logistica,Baja
riobamba,Riobamba,2018-09-01,2018-10-01,Alta,Regresion_Logistica,Baja
riobamba,Riobamba,2018-10-01,2018-11-01,Alta,Regresion_Logistica,Alta
riobamba,Riobamba,2018-11-01,2018-12-01,Baja,Regresion_Logistica,Alta
riobamba,Riobamba,2018-12-01,2019-01-01,Alta,Regresion_Logistica,Baja
riobamba,Riobamba,2019-01-01,2019-02-01,Alta,Regresion_Logistica,Media
riobamba,Riobamba,2019-02-01,2019-03-01,Alta,Regresion_Logistica,Media
riobamba,Riobamba,2019-03-01,2019-04-01,Baja,Regresion_Logistica,Alta
riobamba,Riobamba,2019-04-01,2019-05-01,Baja,Regresion_Logistica,Baja
riobamba,Riobamba,2019-05-01,2019-06-01,Alta,Regresion_Logistica,Alta
riobamba,Riobamba,2019-06-01,2019-07-01,Alta,Regresion_Logistica,Media
riobamba,Riobamba,2019-07-01,2019-08-01,Media,Regresion_Logistica,Baja
riobamba,Riobamba,2019-08-01,2019-09-01,Media,Regresion_Logistica,Baja
riobamba,Riobamba,2019-09-01,2019-10-01,Baja,Regresion_Logistica,Baja
riobamba,Riobamba,2019-10-01,2019-11-01,Baja,Regresion_Logistica,Alta
riobamba,Riobamba,2019-11-01,2019-12-01,Media,Regresion_Logistica,Alta
riobamba,Riobamba,2019-12-01,2020-01-01,Media,Regresion_Logistica,Baja
riobamba,Riobamba,2020-01-01,2020-02-01,Alta,Regresion_Logistica,Media
riobamba,Riobamba,2020-02-01,2020-03-01,Baja,Regresion_Logistica,Baja
riobamba,Riobamba,2020-03-01,2020-04-01,Alta,Regresion_Logistica,Baja
riobamba,Riobamba,2020-04-01,2020-05-01,Baja,Regresion_Logistica,Baja
riobamba,Riobamba,2020-05-01,2020-06-01,Media,Regresion_Logistica,Alta
riobamba,Riobamba,2020-06-01,2020-07-01,Media,Regresion_Logistica,Media
riobamba,Riobamba,2020-07-01,2020-08-01,Alta,Regresion_Logistica,Alta
riobamba,Riobamba,2020-08-01,2020-09-01,Media,Regresion_Logistica,Media
riobamba,Riobamba,2020-09-01,2020-10-01,Baja,Regresion_Logistica,Alta
riobamba,Riobamba,2020-10-01,2020-11-01,Baja,Regresion_Logistica,Media
riobamba,Riobamba,2020-11-01,2020-12-01,Media,Regresion_Logistica,Baja
riobamba,Riobamba,2020-12-01,2021-01-01,Media,Regresion_Logistica,Alta
riobamba,Riobamba,2021-01-01,2021-02-01,Alta,Regresion_Logistica,Media
riobamba,Riobamba,2021-02-01,2021-03-01,Alta,Regresion_Logistica,Baja
riobamba,Riobamba,2021-03-01,2021-04-01,Media,Regresion_Logistica,Media
riobamba,Riobamba,2021-04-01,2021-05-01,Alta,Regresion_Logistica,Media
riobamba,Riobamba,2021-05-01,2021-06-01,Alta,Regresion_Logistica,Alta
riobamba,Riobamba,2021-06-01,2021-07-01,Alta,Regresion_Logistica,Alta
riobamba,Riobamba,2021-07-01,2021-08-01,Media,Regresion_Logistica,Alta
riobamba,Riobamba,2021-08-01,2021-09-01,Media,Regresion_Logistica,Media
riobamba,Riobamba,2021-09-01,2021-10-01,Alta,Regresion_Logistica,Alta
riobamba,Riobamba,2021-10-01,2021-11-01,Media,Regresion_Logistica,Alta
riobamba,Riobamba,2021-11-01,2021-12-01,Media,Regresion_Logistica,Alta
salinas,Salinas,2017-12-01,2018-01-01,Baja,Regresion_Logistica,Baja
salinas,Salinas,2018-01-01,2018-02-01,Alta,Regresion_Logistica,Baja
salinas,Salinas,2018-02-01,2018-03-01,Baja,Regresion_Logistica,Media
salinas,Salinas,2018-03-01,2018-04-01,Baja,Regresion_Logistica,Media
salinas,Salinas,2018-04-01,2018-05-01,Alta,Regresion_Logistica,Baja
salinas,Salinas,2018-05-01,2018-06-01,Baja,Regresion_Logistica,Baja
salinas,Salinas,2018-06-01,2018-07-01,Baja,Regresion_Logistica,Baja
salinas,Salinas,2018-07-01,2018-08-01,Media,Regresion_Logistica,Media
salinas,Salinas,2018-08-01,2018-09-01,Baja,Regresion_Logistica,Alta
salinas,Salinas,2018-09-01,2018-10-01,Baja,Regresion_Logistica,Media
salinas,Salinas,2018-10-01,2018-11-01,Media,Regresion_Logistica,Baja
salinas,Salinas,2018-11-01,2018-12-01,Alta,Regresion_Logistica,Media
salinas,Salinas,2018-12-01,2019-01-01,Alta,Regresion_Logistica,Alta
salinas,Salinas,2019-01-01,2019-02-01,Media,Regresion_Logistica,Alta
salinas,Salinas,2019-02-01,2019-03-01,Baja,Regresion_Logistica,Media
salinas,Salinas,2019-03-01,2019-04-01,Baja,Regresion_Logistica,Baja
salinas,Salinas,2019-04-01,2019-05-01,Media,Regresion_Logistica,Baja
salinas,Salinas,2019-05-01,2019-06-01,Media,Regresion_Logistica,Baja
salinas,Salinas,2019-06-01,2019-07-01,Baja,Regresion_Logistica,Alta
salinas,Salinas,2019-07-01,2019-08-01,Baja,Regresion_Logistica,Media
salinas,Salinas,2019-08-01,2019-09-01,Baja,Regresion_Logistica,Alta
salinas,Salinas,2019-09-01,2019-10-01,Media,Regresion_Logistica,Alta
salinas,Salinas,2019-10-01,2019-11-01,Baja,Regresion_Logistica,Alta
salinas,Salinas,2019-11-01,2019-12-01,Media,Regresion_Logistica,Baja
salinas,Salinas,2019-12-01,2020-01-01,Baja,Regresion_Logistica,Media
salinas,Salinas,2020-01-01,2020-02-01,Baja,Regresion_Logistica,Baja
salinas,Salinas,2020-02-01,2020-03-01,Baja,Regresion_Logistica,Media
salinas,Salinas,2020-03-01,2020-04-01,Baja,Regresion_Logistica,Media
salinas,Salinas,2020-04-01,2020-05-01,Baja,Regresion_Logistica,Media
salinas,Salinas,2020-05-01,2020-06-01,Baja,Regresion_Logistica,Baja
salinas,Salinas,2020-06-01,2020-07-01,Baja,Regresion_Logistica,Baja
salinas,Salinas,2020-07-01,2020-08-01,Baja,Regresion_Logistica,Baja
salinas,Salinas,2020-08-01,2020-09-01,Baja,Regresion_Logistica,Alta
salinas,Salinas,2020-09-01,2020-10-01,Media,Regresion_Logistica,Alta
salinas,Salinas,2020-10-01,2020-11-01,Baja,Regresion_Logistica,Alta
salinas,Salinas,2020-11-01,2020-12-01,Alta,Regresion_Logistica,Baja
salinas,Salinas,2020-12-01,2021-01-01,Media,Regresion_Logistica,Media
salinas,Salinas,2021-01-01,2021-02-01,Baja,Regresion_Logistica,Baja
salinas,Salinas,2021-02-01,2021-03-01,Media,Regresion_Logistica,Baja
salinas,Salinas,2021-03-01,2021-04-01,Media,Regresion_Logistica,Media
salinas,Salinas,2021-04-01,2021-05-01,Media,Regresion_Logistica,Alta
salinas,Salinas,2021-05-01,2021-06-01,Media,Regresion_Logistica,Media
salinas,Salinas,2021-06-01,2021-07-01,Baja,Regresion_Logistica,Media
salinas,Salinas,2021-07-01,2021-08-01,Media,Regresion_Logistica,Media
salinas,Salinas,2021-08-01,2021-09-01,Alta,Regresion_Logistica,Alta
salinas,Salinas,2021-09-01,2021-10-01,Baja,Regresion_Logistica,Alta
salinas,Salinas,2021-10-01,2021-11-01,Baja,Regresion_Logistica,Media
salinas,Salinas,2021-11-01,2021-12-01,Media,Regresion_Logistica,Baja
tena,Tena,2017-12-01,2018-01-01,Alta,Regresion_Logistica,Baja
tena,Tena,2018-01-01,2018-02-01,Alta,Regresion_Logistica,Baja
tena,Tena,2018-02-01,2018-03-01,Baja,Regresion_Logistica,Baja
tena,Tena,2018-03-01,2018-04-01,Alta,Regresion_Logistica,Baja
tena,Tena,2018-04-01,2018-05-01,Alta,Regresion_Logistica,Alta
tena,Tena,2018-05-01,2018-06-01,Alta,Regresion_Logistica,Baja
tena,Tena,2018-06-01,2018-07-01,Alta,Regresion_Logistica,Alta
tena,Tena,2018-07-01,2018-08-01,Alta,Regresion_Logistica,Alta
tena,Tena,2018-08-01,2018-09-01,Media,Regresion_Logistica,Alta
tena,Tena,2018-09-01,2018-10-01,Media,Regresion_Logistica,Alta
tena,Tena,2018-10-01,2018-11-01,Baja,Regresion_Logistica,Alta
tena,Tena,2018-11-01,2018-12-01,Media,Regresion_Logistica,Alta
tena,Tena,2018-12-01,2019-01-01,Alta,Regresion_Logistica,Alta
tena,Tena,2019-01-01,2019-02-01,Media,Regresion_Logistica,Alta
tena,Tena,2019-02-01,2019-03-01,Media,Regresion_Logistica,Baja
tena,Tena,2019-03-01,2019-04-01,Media,Regresion_Logistica,Media
tena,Tena,2019-04-01,2019-05-01,Alta,Regresion_Logistica,Media
tena,Tena,2019-05-01,2019-06-01,Alta,Regresion_Logistica,Alta
tena,Tena,2019-06-01,2019-07-01,Alta,Regresion_Logistica,Alta
tena,Tena,2019-07-01,2019-08-01,Alta,Regresion_Logistica,Alta
tena,Tena,2019-08-01,2019-09-01,Media,Regresion_Logistica,Alta
tena,Tena,2019-09-01,2019-10-01,Media,Regresion_Logistica,Alta
tena,Tena,2019-10-01,2019-11-01,Alta,Regresion_Logistica,Baja
tena,Tena,2019-11-01,2019-12-01,Baja,Regresion_Logistica,Baja
tena,Tena,2019-12-01,2020-01-01,Alta,Regresion_Logistica,Baja
tena,Tena,2020-01-01,2020-02-01,Baja,Regresion_Logistica,Media
tena,Tena,2020-02-01,2020-03-01,Alta,Regresion_Logistica,Baja
tena,Tena,2020-03-01,2020-04-01,Alta,Regresion_Logistica,Baja
tena,Tena,2020-04-01,2020-05-01,Alta,Regresion_Logistica,Baja
tena,Tena,2020-05-01,2020-06-01,Alta,Regresion_Logistica,Media
tena,Tena,2020-06-01,2020-07-01,Alta,Regresion_Logistica,Alta
tena,Tena,2020-07-01,2020-08-01,Alta,Regresion_Logistica,Alta
tena,Tena,2020-08-01,2020-09-01,Media,Regresion_Logistica,Baja
tena,Tena,2020-09-01,2020-10-01,Baja,Regresion_Logistica,Media
tena,Tena,2020-10-01,2020-11-01,Baja,Regresion_Logistica,Media
tena,Tena,2020-11-01,2020-12-01,Alta,Regresion_Logistica,Media
tena,Tena,2020-12-01,2021-01-01,Alta,Regresion_Logistica,Baja
tena,Tena,2021-01-01,2021-02-01,Alta,Regresion_Logistica,Baja
tena,Tena,2021-02-01,2021-03-01,Alta,Regresion_Logistica,Baja
tena,Tena,2021-03-01,2021-04-01,Media,Regresion_Logistica,Baja
tena,Tena,2021-04-01,2021-05-01,Media,Regresion_Logistica,Baja
tena,Tena,2021-05-01,2021-06-01,Alta,Regresion_Logistica,Alta
tena,Tena,2021-06-01,2021-07-01,Media,Regresion_Logistica,Alta
tena,Tena,2021-07-01,2021-08-01,Media,Regresion_Logistica,Alta
tena,Tena,2021-08-01,2021-09-01,Baja,Regresion_Logistica,Alta
tena,Tena,2021-09-01,2021-10-01,Alta,Regresion_Logistica,Baja
tena,Tena,2021-10-01,2021-11-01,Media,Regresion_Logistica,Alta
tena,Tena,2021-11-01,2021-12-01,Media,Regresion_Logistica,Alta
babahoyo,Babahoyo,2017-12-01,2018-01-01,Baja,Random_Forest,Media
babahoyo,Babahoyo,2018-01-01,2018-02-01,Media,Random_Forest,Media
babahoyo,Babahoyo,2018-02-01,2018-03-01,Baja,Random_Forest,Media
babahoyo,Babahoyo,2018-03-01,2018-04-01,Media,Random_Forest,Baja
babahoyo,Babahoyo,2018-04-01,2018-05-01,Alta,Random_Forest,Media
babahoyo,Babahoyo,2018-05-01,2018-06-01,Baja,Random_Forest,Media
babahoyo,Babahoyo,2018-06-01,2018-07-01,Baja,Random_Forest,Baja
babahoyo,Babahoyo,2018-07-01,2018-08-01,Media,Random_Forest,Baja
babahoyo,Babahoyo,2018-08-01,2018-09-01,Baja,Random_Forest,Baja
babahoyo,Babahoyo,2018-09-01,2018-10-01,Baja,Random_Forest,Media
babahoyo,Babahoyo,2018-10-01,2018-11-01,Baja,Random_Forest,Baja
babahoyo,Babahoyo,2018-11-01,2018-12-01,Alta,Random_Forest,Media
babahoyo,Babahoyo,2018-12-01,2019-01-01,Alta,Random_Forest,Baja
babahoyo,Babahoyo,2019-01-01,2019-02-01,Media,Random_Forest,Alta
babahoyo,Babahoyo,2019-02-01,2019-03-01,Alta,Random_Forest,Alta
babahoyo,Babahoyo,2019-03-01,2019-04-01,Alta,Random_Forest,Alta
babahoyo,Babahoyo,2019-04-01,2019-05-01,Alta,Random_Forest,Alta
babahoyo,Babahoyo,2019-05-01,2019-06-01,Media,Random_Forest,Alta
babahoyo,Babahoyo,2019-06-01,2019-07-01,Media,Random_Forest,Alta
babahoyo,Babahoyo,2019-07-01,2019-08-01,Baja,Random_Forest,Baja
babahoyo,Babahoyo,2019-08-01,2019-09-01,Baja,Random_Forest,Baja
babahoyo,Babahoyo,2019-09-01,2019-10-01,Media,Random_Forest,Baja
babahoyo,Babahoyo,2019-10-01,2019-11-01,Baja,Random_Forest,Baja
babahoyo,Babahoyo,2019-11-01,2019-12-01,Media,Random_Forest,Media
babahoyo,Babahoyo,2019-12-01,2020-01-01,Baja,Random_Forest,Media
babahoyo,Babahoyo,2020-01-01,2020-02-01,Media,Random_Forest,Media
babahoyo,Babahoyo,2020-02-01,2020-03-01,Alta,Random_Forest,Media
babahoyo,Babahoyo,2020-03-01,2020-04-01,Alta,Random_Forest,Alta
babahoyo,Babahoyo,2020-04-01,2020-05-01,Baja,Random_Forest,Alta
babahoyo,Babahoyo,2020-05-01,2020-06-01,Baja,Random_Forest,Baja
babahoyo,Babahoyo,2020-06-01,2020-07-01,Baja,Random_Forest,Baja
babahoyo,Babahoyo,2020-07-01,2020-08-01,Baja,Random_Forest,Media
babahoyo,Babahoyo,2020-08-01,2020-09-01,Baja,Random_Forest,Baja
babahoyo,Babahoyo,2020-09-01,2020-10-01,Media,Random_Forest,Baja
babahoyo,Babahoyo,2020-10-01,2020-11-01,Media,Random_Forest,Media
babahoyo,Babahoyo,2020-11-01,2020-12-01,Media,Random_Forest,Baja
babahoyo,Babahoyo,2020-12-01,2021-01-01,Alta,Random_Forest,Media
babahoyo,Babahoyo,2021-01-01,2021-02-01,Media,Random_Forest,Media
babahoyo,Babahoyo,2021-02-01,2021-03-01,Baja,Random_Forest,Baja
babahoyo,Babahoyo,2021-03-01,2021-04-01,Media,Random_Forest,Alta
babahoyo,Babahoyo,2021-04-01,2021-05-01,Media,Random_Forest,Media
babahoyo,Babahoyo,2021-05-01,2021-06-01,Baja,Random_Forest,Baja
babahoyo,Babahoyo,2021-06-01,2021-07-01,Baja,Random_Forest,Baja
babahoyo,Babahoyo,2021-07-01,2021-08-01,Media,Random_Forest,Baja
babahoyo,Babahoyo,2021-08-01,2021-09-01,Media,Random_Forest,Baja
babahoyo,Babahoyo,2021-09-01,2021-10-01,Baja,Random_Forest,Baja
babahoyo,Babahoyo,2021-10-01,2021-11-01,Media,Random_Forest,Media
babahoyo,Babahoyo,2021-11-01,2021-12-01,Baja,Random_Forest,Baja
cuenca,Cuenca,2017-12-01,2018-01-01,Alta,Random_Forest,Alta
cuenca,Cuenca,2018-01-01,2018-02-01,Alta,Random_Forest,Alta
cuenca,Cuenca,2018-02-01,2018-03-01,Baja,Random_Forest,Baja
cuenca,Cuenca,2018-03-01,2018-04-01,Alta,Random_Forest,Alta
cuenca,Cuenca,2018-04-01,2018-05-01,Alta,Random_Forest,Baja
cuenca,Cuenca,2018-05-01,2018-06-01,Alta,Random_Forest,Baja
cuenca,Cuenca,2018-06-01,2018-07-01,Media,Random_Forest,Media
cuenca,Cuenca,2018-07-01,2018-08-01,Alta,Random_Forest,Alta
cuenca,Cuenca,2018-08-01,2018-09-01,Baja,Random_Forest,Alta
cuenca,Cuenca,2018-09-01,2018-10-01,Baja,Random_Forest,Media
cuenca,Cuenca,2018-10-01,2018-11-01,Alta,Random_Forest,Alta
cuenca,Cuenca,2018-11-01,2018-12-01,Baja,Random_Forest,Media
cuenca,Cuenca,2018-12-01,2019-01-01,Alta,Random_Forest,Baja
cuenca,Cuenca,2019-01-01,2019-02-01,Baja,Random_Forest,Baja
cuenca,Cuenca,2019-02-01,2019-03-01,Alta,Random_Forest,Alta
cuenca,Cuenca,2019-03-01,2019-04-01,Alta,Random_Forest,Baja
cuenca,Cuenca,2019-04-01,2019-05-01,Baja,Random_Forest,Media
cuenca,Cuenca,2019-05-01,2019-06-01,Alta,Random_Forest,Media
cuenca,Cuenca,2019-06-01,2019-07-01,Media,Random_Forest,Baja
cuenca,Cuenca,2019-07-01,2019-08-01,Alta,Random_Forest,Baja
cuenca,Cuenca,2019-08-01,2019-09-01,Media,Random_Forest,Alta
cuenca,Cuenca,2019-09-01,2019-10-01,Baja,Random_Forest,Alta
cuenca,Cuenca,2019-10-01,2019-11-01,Alta,Random_Forest,Media
cuenca,Cuenca,2019-11-01,2019-12-01,Alta,Random_Forest,Alta
cuenca,Cuenca,2019-12-01,2020-01-01,Media,Random_Forest,Alta
cuenca,Cuenca,2020-01-01,2020-02-01,Alta,Random_Forest,Baja
cuenca,Cuenca,2020-02-01,2020-03-01,Media,Random_Forest,Baja
cuenca,Cuenca,2020-03-01,2020-04-01,Alta,Random_Forest,Media
cuenca,Cuenca,2020-04-01,2020-05-01,Media,Random_Forest,Alta
cuenca,Cuenca,2020-05-01,2020-06-01,Alta,Random_Forest,Alta
cuenca,Cuenca,2020-06-01,2020-07-01,Baja,Random_Forest,Media
cuenca,Cuenca,2020-07-01,2020-08-01,Media,Random_Forest,Alta
cuenca,Cuenca,2020-08-01,2020-09-01,Media,Random_Forest,Media
cuenca,Cuenca,2020-09-01,2020-10-01,Baja,Random_Forest,Baja
cuenca,Cuenca,2020-10-01,2020-11-01,Media,Random_Forest,Media
cuenca,Cuenca,2020-11-01,2020-12-01,Media,Random_Forest,Baja
cuenca,Cuenca,2020-12-01,2021-01-01,Media,Random_Forest,Alta
cuenca,Cuenca,2021-01-01,2021-02-01,Alta,Random_Forest,Baja
cuenca,Cuenca,2021-02-01,2021-03-01,Alta,Random_Forest,Media
cuenca,Cuenca,2021-03-01,2021-04-01,Alta,Random_Forest,Alta
cuenca,Cuenca,2021-04-01,2021-05-01,Alta,Random_Forest,Baja
cuenca,Cuenca,2021-05-01,2021-06-01,Alta,Random_Forest,Alta
cuenca,Cuenca,2021-06-01,2021-07-01,Alta,Random_Forest,Media
cuenca,Cuenca,2021-07-01,2021-08-01,Media,Random_Forest,Alta
cuenca,Cuenca,2021-08-01,2021-09-01,Media,Random_Forest,Alta
cuenca,Cuenca,2021-09-01,2021-10-01,Media,Random_Forest,Alta
cuenca,Cuenca,2021-10-01,2021-11-01,Alta,Random_Forest,Media
cuenca,Cuenca,2021-11-01,2021-12-01,Alta,Random_Forest,Alta
